asset_id,official_name,alternative_name_acronym,asset_type,short_description,owner,operator_maintainer,official_url,geographic_coverage,sector_product_process_coverage,intended_users,main_use_cases,language,temporal_coverage,current_version,release_update_date,maintenance_status,access_model,licence_or_usage_rights,commercial_restricted_open_status,registration_requirement,governance_arrangement,long_term_stewardship_information,data_content_type,data_model_or_schema,exchange_format,api_or_machine_readable_interface,nomenclature_classification,identifiers,metadata_approach,versioning_mechanism,documentation_availability,qa_validation_approach,review_procedure,data_quality_documentation,methodological_basis,provenance_information,citation_mechanism,known_limitations,related_assets,relationship_type,evidence_for_relationship,import_export_compatibility,existing_mapping_or_conversion,potential_interoperability_opportunity,known_interoperability_constraint,primary_sources,supporting_sources,evidence_excerpt,access_date,confidence_level,unresolved_questions,public_evidence_status
LCA-NET-0012,Red Iberoamericana de Ciclo de Vida,RICV; Ibero-American Life Cycle Network,Platform / repository / network,International network coordinating national life-cycle assessment networks across Ibero-America.,Red Iberoamericana de Ciclo de Vida,RICV board and member networks,https://rediberoamericanacv.net/,"Ibero-America, including Latin America, the Caribbean, Spain and Portugal",Cross-sector life-cycle assessment and sustainability,"National LCA networks, researchers, practitioners, institutions and policymakers","Regional coordination, conferences, training, partnerships, directories and knowledge exchange",English public documentation,Not publicly confirmed,Active network founded in 2017; board renewed for 2026,Not publicly confirmed,Active,Public website and resources; participation conditions vary,Resource-specific terms,Public network information,No for public information,"International network with founding members, board and published financial/governance information",Not publicly confirmed,"Network directory, CILCA conference, training, alliances and publications",Not publicly confirmed,Web resources and publications,No,Not publicly confirmed,Not publicly confirmed,Not publicly confirmed,"Board terms, events and publications",Public product or technical documentation,Network governance and expert community; not a data-validation authority,Not publicly confirmed,Not publicly confirmed,Life-cycle thinking and LCA collaboration,Not publicly confirmed,Not publicly confirmed,"Collaboration network rather than a database, standard or technical interface",Life Cycle Initiative; FSLCI; national Latin American LCA networks; MexiLCA,regional coordination and knowledge exchange,Not publicly confirmed,Not applicable,Not publicly confirmed,"Supports regional discovery, expert validation and stewardship in underrepresented languages",Technical assets remain owned by member networks and require separate records,https://rediberoamericanacv.net/,Not publicly confirmed,RICV identifies itself as an international platform founded in 2017 to coordinate national LCA networks across the Ibero-American region.,2026-08-22,High,"Complete member-network directory, formal data initiatives, multilingual metadata and long-term archive","Public metadata verified; no registration, login, purchase or restricted-content access used"
LCA-DB-0054,SICV Brasil,Banco Brasileiro/Nacional de Inventários do Ciclo de Vida,Database / dataset,National LCI database identified through the multilingual country/sector omission search.,Instituto Brasileiro de Informação em Ciência e Tecnologia (Ibict/MCTI),Ibict — Coordenação de Tecnologias Aplicadas a Novos Produtos,https://sicv.acv.ibict.br/,Brazil,"Agriculture, transport, plastics, energy, water and other Brazilian products/processes; more than 200 public inventories","LCA practitioners, researchers, industry, policymakers and database/tool developers","Life-cycle inventory modelling, footprinting, EPD/PEF work and sector/national decision support",Provider language(s) and/or English public documentation,2016,Live soda4LCA node; more than 200 inventories,Platform modernization and content expansion documented in 2025,Active national database,Public and free web/download access,Public/open-science access stated; exact collection-wide reuse licence not captured,Public/free access; licence or redistribution unclear or mixed,No registration stated for public downloads,Instituto Brasileiro de Informação em Ciência e Tecnologia (Ibict/MCTI); Ibict — Coordenação de Tecnologias Aplicadas a Novos Produtos,Active national database,Life-cycle inventory datasets and supporting metadata/documentation,ILCD data model,ILCD/XML packages through a soda4LCA node,ILCD/XML packages through a soda4LCA node,Not publicly confirmed,Not publicly confirmed,Provider/national/sector documentation; dataset-level metadata varies,Live soda4LCA node; more than 200 inventories,Public official/provider documentation reviewed,Provider- or programme-specific review; exact per-dataset conformance requires release-level verification,Not publicly confirmed,Not publicly confirmed,ISO 14040/14044 or sector/programme methodology where stated by the provider,Brazil; official public evidence captured,Not publicly confirmed,"Public evidence does not establish a complete version history, lossless interoperability or unrestricted redistribution unless explicitly stated.",ILCD; ecoSpold2; GLAD; provider software and host databases as applicable,format distribution; software compatibility; national/sector content,https://www.gov.br/ibict/pt-br/central-de-conteudos/noticias/2025/dezembro/cotea-ibict-apresenta-retrospectiva-2025-com-avancos-na-gestao-da-informacao-para-sustentabilidade-e-economia-circular | https://www.gov.br/ibict/pt-br/central-de-conteudos/noticias/2023/maio/sicv-brasil-amplia-sua-base-de-inventarios-do-ciclo-de-vida | https://helpdesk.lifecycleinitiative.org/distribution/data-formats/,ILCD-supporting LCA software; exact release pairs not independently tested,Not publicly confirmed,"Publish versioned packages, licence identifiers, flow-list versions and conformance tests","Exact schema revision, elementary-flow list and tested software versions are often not public",https://www.gov.br/ibict/pt-br/central-de-conteudos/noticias/2025/dezembro/cotea-ibict-apresenta-retrospectiva-2025-com-avancos-na-gestao-da-informacao-para-sustentabilidade-e-economia-circular | https://www.gov.br/ibict/pt-br/central-de-conteudos/noticias/2023/maio/sicv-brasil-amplia-sua-base-de-inventarios-do-ciclo-de-vida | https://helpdesk.lifecycleinitiative.org/distribution/data-formats/,UNEP/Life Cycle Initiative database helpdesk where cited,"Ibict states that SICV Brasil was created in 2016, contains more than 200 public inventories and provides free public access; the UNEP database helpdesk identifies SICV as an ILCD-format national database.",2026-08-22,High,"Exact current release, licence identifier, redistribution rights, schema/profile revision, software-version pairs and independent import/round-trip tests",Public official/provider or authoritative programme evidence verified; restricted content not accessed
LCA-DB-0055,Chinese Life Cycle Database,CLCD; 中国生命周期基础数据库,Database / dataset,National background LCI database identified through the multilingual country/sector omission search.,IKE Environmental Technology / Sichuan University lineage,"IKE Environmental Technology Co., Ltd.",https://www.ike-global.com/,China,"Key materials and chemicals, energy carriers, transport and waste management; provider describes it as China's publicly obtainable comprehensive background LCA database","LCA practitioners, researchers, industry, policymakers and database/tool developers","Life-cycle inventory modelling, footprinting, EPD/PEF work and sector/national decision support",Provider language(s) and/or English public documentation,2010,Current CLCD service line,Current public service at 2026-08-22; exact database version not published,Active provider database,Available through provider LCA platforms; current package route and terms require account/product-level confirmation,Provider/platform terms; no open-data licence identified,"Free access with registration, use restrictions, or third-party dependency",Account/platform use may be required,"IKE Environmental Technology / Sichuan University lineage; IKE Environmental Technology Co., Ltd.",Active provider database,Life-cycle inventory datasets and supporting metadata/documentation,CLCD native model; current public provider page does not state the schema revision,Not publicly confirmed,Not publicly confirmed,Not publicly confirmed,Not publicly confirmed,Provider/national/sector documentation; dataset-level metadata varies,Current CLCD service line,Public official/provider documentation reviewed,Provider- or programme-specific review; exact per-dataset conformance requires release-level verification,Not publicly confirmed,Not publicly confirmed,ISO 14040/14044 or sector/programme methodology where stated by the provider,China; official public evidence captured,Not publicly confirmed,"Public evidence does not establish a complete version history, lossless interoperability or unrestricted redistribution unless explicitly stated.",ILCD; ecoSpold2; GLAD; provider software and host databases as applicable,format distribution; software compatibility; national/sector content,https://www.ike-global.com/ | https://v2.efootprint.net/,eBalance and eFootprint/WebLCA provider ecosystem,Not publicly confirmed,"Publish versioned packages, licence identifiers, flow-list versions and conformance tests","Exact schema revision, elementary-flow list and tested software versions are often not public",https://www.ike-global.com/ | https://v2.efootprint.net/,UNEP/Life Cycle Initiative database helpdesk where cited,"The provider states that CLCD won a UNEP/SETAC award in 2009, was publicly released in 2010 and is used through its LCA platform ecosystem.",2026-08-22,High,"Exact current release, licence identifier, redistribution rights, schema/profile revision, software-version pairs and independent import/round-trip tests",Public official/provider or authoritative programme evidence verified; restricted content not accessed
LCA-DB-0056,Korea National Life Cycle Inventory Database,Korea LCI DB; 국가 LCI DB,Database / dataset,National LCI database identified through the multilingual country/sector omission search.,"Ministry of Climate, Energy and Environment / Korea Environmental Industry & Technology Institute",Korea Environmental Industry & Technology Institute (KEITI),https://www.keiti.re.kr/site/keiti/02/10202100000002023101610.jsp,Republic of Korea,National product and process inventories recognized by the Korean government and private-sector contributors,"LCA practitioners, researchers, industry, policymakers and database/tool developers","Life-cycle inventory modelling, footprinting, EPD/PEF work and sector/national decision support",Provider language(s) and/or English public documentation,Not publicly confirmed,Current integrated national LCI database,Current public service at 2026-08-22,Active and under revision/expansion,Public programme information and EcoSquare access route; non-commercial-use restriction,Korean LCI DB and characterization factors may not be used commercially,"Free access with registration, use restrictions, or third-party dependency",EcoSquare account requirements not tested,"Ministry of Climate, Energy and Environment / Korea Environmental Industry & Technology Institute; Korea Environmental Industry & Technology Institute (KEITI)",Active and under revision/expansion,Life-cycle inventory datasets and supporting metadata/documentation,Not publicly confirmed,Not publicly confirmed,Not publicly confirmed,Not publicly confirmed,Not publicly confirmed,Provider/national/sector documentation; dataset-level metadata varies,Current integrated national LCI database,Public official/provider documentation reviewed,Provider- or programme-specific review; exact per-dataset conformance requires release-level verification,Not publicly confirmed,Not publicly confirmed,ISO 14040/14044 or sector/programme methodology where stated by the provider,Republic of Korea; government and participating industries; official public evidence captured,Not publicly confirmed,"Public evidence does not establish a complete version history, lossless interoperability or unrestricted redistribution unless explicitly stated.",ILCD; ecoSpold2; GLAD; provider software and host databases as applicable,format distribution; software compatibility; national/sector content,https://www.keiti.re.kr/site/keiti/02/10202100000002023101610.jsp,LCA software is used to link upstream/downstream flows; exact software and format pair not published on the reviewed official page,Not publicly confirmed,"Publish versioned packages, licence identifiers, flow-list versions and conformance tests","Exact schema revision, elementary-flow list and tested software versions are often not public",https://www.keiti.re.kr/site/keiti/02/10202100000002023101610.jsp,UNEP/Life Cycle Initiative database helpdesk where cited,KEITI states that it develops and manages the national LCI database under ISO 14044 and that Korean LCI data and factors may not be used commercially.,2026-08-22,High,"Exact current release, licence identifier, redistribution rights, schema/profile revision, software-version pairs and independent import/round-trip tests",Public official/provider or authoritative programme evidence verified; restricted content not accessed
LCA-DB-0057,Thai National Life Cycle Inventory Database,National LCI Database for Sustainable Development; ฐานข้อมูลวัฏจักรชีวิตแห่งชาติ,Database / dataset,National LCI database identified through the multilingual country/sector omission search.,National Science and Technology Development Agency (NSTDA) / MTEC-TIIS and national partners,"Technology and Informatics Institute for Sustainability (TIIS), NSTDA",https://www.nstda-tiis.or.th/,Thailand,"Natural gas, oil refining, petrochemicals, electricity, water, transport, agriculture, food, textiles, paper, plastics, construction materials, recycling and waste","LCA practitioners, researchers, industry, policymakers and database/tool developers","Life-cycle inventory modelling, footprinting, EPD/PEF work and sector/national decision support",Provider language(s) and/or English public documentation,2008,Current national database service,Current public service at 2026-08-22,Active national database,Public access stated since 2008; current dataset-level route/terms vary,No collection-wide open-data licence captured,Public/free access; licence or redistribution unclear or mixed,Not publicly confirmed,"National Science and Technology Development Agency (NSTDA) / MTEC-TIIS and national partners; Technology and Informatics Institute for Sustainability (TIIS), NSTDA",Active national database,Life-cycle inventory datasets and supporting metadata/documentation,ILCD data model,ILCD/XML; legacy ThaiLCD management system is also documented,ILCD/XML; legacy ThaiLCD management system is also documented,Not publicly confirmed,Not publicly confirmed,Provider/national/sector documentation; dataset-level metadata varies,Current national database service,Public official/provider documentation reviewed,Provider- or programme-specific review; exact per-dataset conformance requires release-level verification,Not publicly confirmed,Not publicly confirmed,ISO 14040/14044 or sector/programme methodology where stated by the provider,"Thailand; government, research and industry partners; official public evidence captured",Not publicly confirmed,"Public evidence does not establish a complete version history, lossless interoperability or unrestricted redistribution unless explicitly stated.",ILCD; ecoSpold2; GLAD; provider software and host databases as applicable,format distribution; software compatibility; national/sector content,https://www.nstda.or.th/en/news/news-years-2019/mtec-nstda-and-pollution-control-department-to-promote-green-public-procurement.html | https://www.nstda.or.th/home/knowledge_post/nstda-tiis/ | https://helpdesk.lifecycleinitiative.org/distribution/data-formats/,ILCD-supporting software; official sector documentation also references LCA software use without a public version matrix,Not publicly confirmed,"Publish versioned packages, licence identifiers, flow-list versions and conformance tests","Exact schema revision, elementary-flow list and tested software versions are often not public",https://www.nstda.or.th/en/news/news-years-2019/mtec-nstda-and-pollution-control-department-to-promote-green-public-procurement.html | https://www.nstda.or.th/home/knowledge_post/nstda-tiis/ | https://helpdesk.lifecycleinitiative.org/distribution/data-formats/,UNEP/Life Cycle Initiative database helpdesk where cited,NSTDA states that public access began in 2008 and lists the national sectors; the UNEP database helpdesk identifies the Thai national database as using ILCD.,2026-08-22,High,"Exact current release, licence identifier, redistribution rights, schema/profile revision, software-version pairs and independent import/round-trip tests",Public official/provider or authoritative programme evidence verified; restricted content not accessed
LCA-DB-0058,Malaysia Life Cycle Inventory Database,MYLCID; MY-LCID,Database / dataset,National LCI database identified through the multilingual country/sector omission search.,SIRIM Berhad,SIRIM Energy & Environment Centre,https://mylcid.sirim.my/,Malaysia,"Energy, power, solar, metals, livestock, logistics, palm oil, oil and gas, electricity and other Malaysian industrial systems","LCA practitioners, researchers, industry, policymakers and database/tool developers","Life-cycle inventory modelling, footprinting, EPD/PEF work and sector/national decision support",Provider language(s) and/or English public documentation,2015,Current MYLCID web service,Current public service at 2026-08-22,Active national database,Public metadata; complete LCI datasets must be purchased by contacting SIRIM,Commercial SIRIM terms,Commercial/proprietary,Contact/purchase required for complete data,SIRIM Berhad; SIRIM Energy & Environment Centre,Active national database,Life-cycle inventory datasets and supporting metadata/documentation,ILCD data model,ILCD/XML,ILCD/XML,Not publicly confirmed,Not publicly confirmed,Provider/national/sector documentation; dataset-level metadata varies,Current MYLCID web service,Public official/provider documentation reviewed,Provider- or programme-specific review; exact per-dataset conformance requires release-level verification,Not publicly confirmed,Not publicly confirmed,ISO 14040/14044 or sector/programme methodology where stated by the provider,Malaysia; official public evidence captured,Not publicly confirmed,"Public evidence does not establish a complete version history, lossless interoperability or unrestricted redistribution unless explicitly stated.",ILCD; ecoSpold2; GLAD; provider software and host databases as applicable,format distribution; software compatibility; national/sector content,https://mylcid.sirim.my/ | https://www.mosti.gov.my/berita/pengkalan-data-inventori-kitaran-hayat-kebangsaan-my-lcid-dibangunkan-bagi-menilai-kesan-kitaran-hayat-produk-dan-perkhidmatan/ | https://helpdesk.lifecycleinitiative.org/distribution/data-formats/,ILCD-supporting LCA software; exact current software-version pair not public,Not publicly confirmed,"Publish versioned packages, licence identifiers, flow-list versions and conformance tests","Exact schema revision, elementary-flow list and tested software versions are often not public",https://mylcid.sirim.my/ | https://www.mosti.gov.my/berita/pengkalan-data-inventori-kitaran-hayat-kebangsaan-my-lcid-dibangunkan-bagi-menilai-kesan-kitaran-hayat-produk-dan-perkhidmatan/ | https://helpdesk.lifecycleinitiative.org/distribution/data-formats/,UNEP/Life Cycle Initiative database helpdesk where cited,SIRIM identifies MYLCID as Malaysia's national LCI database and states that complete datasets can be purchased; the UNEP database helpdesk identifies its format as ILCD.,2026-08-22,High,"Exact current release, licence identifier, redistribution rights, schema/profile revision, software-version pairs and independent import/round-trip tests",Public official/provider or authoritative programme evidence verified; restricted content not accessed
LCA-DB-0059,PeruLCA,Perú LCA; National Life Cycle Database of Peru,Database / dataset,National LCI database identified through the multilingual country/sector omission search.,Peruvian Life Cycle Network / Pontificia Universidad Católica del Perú and project partners,Peruvian Life Cycle Network (PELCAN),https://perulca.com/,Peru,"Fisheries, aquaculture and other Peruvian products and processes developed through national/SRI projects","LCA practitioners, researchers, industry, policymakers and database/tool developers","Life-cycle inventory modelling, footprinting, EPD/PEF work and sector/national decision support",Provider language(s) and/or English public documentation,2019,Current public website and dataset packages,Official launch 2019-05-23; current public service at 2026-08-22,Active/retained national database,Public website and downloadable project datasets,ecoinvent Association SRI Open Data License applies to identified project datasets,Open licence confirmed for at least one official distribution,No registration stated for the public project files reviewed,Peruvian Life Cycle Network / Pontificia Universidad Católica del Perú and project partners; Peruvian Life Cycle Network (PELCAN),Active/retained national database,Life-cycle inventory datasets and supporting metadata/documentation,ecoSpold2 data model,ecoSpold2/XML and public reports,ecoSpold2/XML and public reports,Not publicly confirmed,Not publicly confirmed,Provider/national/sector documentation; dataset-level metadata varies,Current public website and dataset packages,Public official/provider documentation reviewed,Provider- or programme-specific review; exact per-dataset conformance requires release-level verification,Not publicly confirmed,Not publicly confirmed,ISO 14040/14044 or sector/programme methodology where stated by the provider,Peru; international project contributors; official public evidence captured,Not publicly confirmed,"Public evidence does not establish a complete version history, lossless interoperability or unrestricted redistribution unless explicitly stated.",ILCD; ecoSpold2; GLAD; provider software and host databases as applicable,format distribution; software compatibility; national/sector content,https://www.lifecycleinitiative.org/peru-lca-database-launched/ | https://perulca.com/ | https://helpdesk.lifecycleinitiative.org/distribution/data-formats/,Software supporting ecoSpold2; exact package/software version pair not tested,Not publicly confirmed,"Publish versioned packages, licence identifiers, flow-list versions and conformance tests","Exact schema revision, elementary-flow list and tested software versions are often not public",https://www.lifecycleinitiative.org/peru-lca-database-launched/ | https://perulca.com/ | https://helpdesk.lifecycleinitiative.org/distribution/data-formats/,UNEP/Life Cycle Initiative database helpdesk where cited,"The Life Cycle Initiative identifies PeruLCA as Peru's national LCA database, launched in May 2019; the UNEP database helpdesk identifies PeruLCA as using ecoSpold.",2026-08-22,High,"Exact current release, licence identifier, redistribution rights, schema/profile revision, software-version pairs and independent import/round-trip tests",Public official/provider or authoritative programme evidence verified; restricted content not accessed
LCA-DB-0060,CicloData,CicloData Chile,Database / dataset,Regional/national LCI database identified through the multilingual country/sector omission search.,Fundación InnovaCiclos,Fundación InnovaCiclos / EcoEd,https://ciclodata.cl/,"Chile, initially the Santiago Metropolitan Region","Construction, commerce, manufacturing, mining, electricity, waste, agriculture and forestry; 49 datasets shown on the current public page","LCA practitioners, researchers, industry, policymakers and database/tool developers","Life-cycle inventory modelling, footprinting, EPD/PEF work and sector/national decision support",Provider language(s) and/or English public documentation,2023 project award; public platform current by 2026,Live public platform; 49 datasets,Current at 2026-08-22,Active public platform,"Public/open/free description, but registration form is required for download and was not submitted",Terms page is still under preparation; no operative open-data licence text captured,"Free access with registration, use restrictions, or third-party dependency",Required for download; not performed,Fundación InnovaCiclos; Fundación InnovaCiclos / EcoEd,Active public platform,Life-cycle inventory datasets and supporting metadata/documentation,Not publicly confirmed,Not publicly confirmed,Not publicly confirmed,Not publicly confirmed,Not publicly confirmed,Provider/national/sector documentation; dataset-level metadata varies,Live public platform; 49 datasets,Public official/provider documentation reviewed,Provider- or programme-specific review; exact per-dataset conformance requires release-level verification,Not publicly confirmed,Not publicly confirmed,ISO 14040/14044 or sector/programme methodology where stated by the provider,Chile; technical collaboration with ecoinvent and Ibict; official public evidence captured,Not publicly confirmed,"Public evidence does not establish a complete version history, lossless interoperability or unrestricted redistribution unless explicitly stated.",ILCD; ecoSpold2; GLAD; provider software and host databases as applicable,format distribution; software compatibility; national/sector content,https://ciclodata.cl/ | https://ciclodata.cl/historia/ | https://ciclodata.cl/terminos-de-uso/,Not publicly confirmed,Not publicly confirmed,"Publish versioned packages, licence identifiers, flow-list versions and conformance tests","Exact schema revision, elementary-flow list and tested software versions are often not public",https://ciclodata.cl/ | https://ciclodata.cl/historia/ | https://ciclodata.cl/terminos-de-uso/,UNEP/Life Cycle Initiative database helpdesk where cited,"CicloData describes a free public Chilean life-cycle database with 49 datasets across seven sectors, while its download route requires registration and its terms page remains under preparation.",2026-08-22,High,"Exact current release, licence identifier, redistribution rights, schema/profile revision, software-version pairs and independent import/round-trip tests",Public official/provider or authoritative programme evidence verified; restricted content not accessed
LCA-DB-0061,Quebec Life Cycle Inventory Database,Quebec LCI Database; BD-ICV québécoise,Database / dataset,Subnational LCI database integrated into ecoinvent identified through the multilingual country/sector omission search.,Government of Quebec / CIRAIG,CIRAIG with ecoinvent,https://ciraig.org/index.php/project/quebec-life-cycle-inventory-database/,Quebec and Canada,"Energy, mines and metals, pulp and paper and additional Quebec sectors; 400+ Quebec-specific datasets reported at launch","LCA practitioners, researchers, industry, policymakers and database/tool developers","Life-cycle inventory modelling, footprinting, EPD/PEF work and sector/national decision support",Provider language(s) and/or English public documentation,2010 project; 2014 launch,Quebec datasets distributed within ecoinvent,Current distribution depends on ecoinvent releases,Integrated content/database programme,Individual entries or the whole database are purchased through ecoinvent,ecoinvent licence,Commercial/proprietary,ecoinvent account/licence required,Government of Quebec / CIRAIG; CIRAIG with ecoinvent,Integrated content/database programme,Life-cycle inventory datasets and supporting metadata/documentation,ecoinvent / ecoSpold2 data model,ecoSpold2/XML as identified by the UNEP database helpdesk,ecoSpold2/XML as identified by the UNEP database helpdesk,Not publicly confirmed,Not publicly confirmed,Provider/national/sector documentation; dataset-level metadata varies,Quebec datasets distributed within ecoinvent,Public official/provider documentation reviewed,Provider- or programme-specific review; exact per-dataset conformance requires release-level verification,Not publicly confirmed,Not publicly confirmed,ISO 14040/14044 or sector/programme methodology where stated by the provider,Canada (Quebec); Switzerland (ecoinvent partnership); official public evidence captured,Not publicly confirmed,"Public evidence does not establish a complete version history, lossless interoperability or unrestricted redistribution unless explicitly stated.",ILCD; ecoSpold2; GLAD; provider software and host databases as applicable,format distribution; software compatibility; national/sector content,https://ciraig.org/index.php/project/quebec-life-cycle-inventory-database/ | https://www.environnement.gouv.qc.ca/infuseur/communique.asp?no=3037 | https://helpdesk.lifecycleinitiative.org/distribution/data-formats/,Software supporting licensed ecoinvent distributions,Not publicly confirmed,"Publish versioned packages, licence identifiers, flow-list versions and conformance tests","Exact schema revision, elementary-flow list and tested software versions are often not public",https://ciraig.org/index.php/project/quebec-life-cycle-inventory-database/ | https://www.environnement.gouv.qc.ca/infuseur/communique.asp?no=3037 | https://helpdesk.lifecycleinitiative.org/distribution/data-formats/,UNEP/Life Cycle Initiative database helpdesk where cited,"CIRAIG and the Quebec government document the 2010 project and 2014 launch; the datasets are distributed through ecoinvent, and the UNEP helpdesk identifies the Quebec database as using ecoSpold.",2026-08-22,High,"Exact current release, licence identifier, redistribution rights, schema/profile revision, software-version pairs and independent import/round-trip tests",Public official/provider or authoritative programme evidence verified; restricted content not accessed
LCA-DB-0062,International Aluminium Institute Life Cycle Inventory Data,IAI LCI Data and Environmental Metrics,Database / dataset,Sector LCI dataset family identified through the multilingual country/sector omission search.,International Aluminium Institute,International Aluminium Institute,https://international-aluminium.org/resources/2019-life-cycle-inventory-lci-data-and-environmental-metrics/,Global and regional,"Bauxite mining, alumina refining, primary aluminium and related production stages; more than 200 sites represented in the 2019 dataset","LCA practitioners, researchers, industry, policymakers and database/tool developers","Life-cycle inventory modelling, footprinting, EPD/PEF work and sector/national decision support",Provider language(s) and/or English public documentation,1998,2019 LCI data v3,Published 2022,Active sector dataset family,Public report and downloadable data attachments,Publication/data terms not explicitly captured,Public/free access; licence or redistribution unclear or mixed,No registration stated for the public attachments,International Aluminium Institute; International Aluminium Institute,Active sector dataset family,Life-cycle inventory datasets and supporting metadata/documentation,Provider spreadsheet inventory and GaBi-based modelling; no public standard exchange schema stated,XLSX/data attachments and PDF report,XLSX/data attachments and PDF report,Not publicly confirmed,Not publicly confirmed,Provider/national/sector documentation; dataset-level metadata varies,2019 LCI data v3,Public official/provider documentation reviewed,Provider- or programme-specific review; exact per-dataset conformance requires release-level verification,Not publicly confirmed,Not publicly confirmed,ISO 14040/14044 or sector/programme methodology where stated by the provider,International aluminium producers and IAI; official public evidence captured,Not publicly confirmed,"Public evidence does not establish a complete version history, lossless interoperability or unrestricted redistribution unless explicitly stated.",ILCD; ecoSpold2; GLAD; provider software and host databases as applicable,format distribution; software compatibility; national/sector content,https://international-aluminium.org/resources/2019-life-cycle-inventory-lci-data-and-environmental-metrics/,Spreadsheet use; provider states GaBi background data/model was used,Not publicly confirmed,"Publish versioned packages, licence identifiers, flow-list versions and conformance tests","Exact schema revision, elementary-flow list and tested software versions are often not public",https://international-aluminium.org/resources/2019-life-cycle-inventory-lci-data-and-environmental-metrics/,UNEP/Life Cycle Initiative database helpdesk where cited,IAI states that it has published five LCI datasets since 1998 and that the 2019 data cover more than 200 sites worldwide; data attachments are publicly listed.,2026-08-22,High,"Exact current release, licence identifier, redistribution rights, schema/profile revision, software-version pairs and independent import/round-trip tests",Public official/provider or authoritative programme evidence verified; restricted content not accessed
LCA-DB-0063,Nickel Institute Life Cycle Data,Nickel life cycle inventory datasets,Database / dataset,Sector LCI dataset family identified through the multilingual country/sector omission search.,Nickel Institute,Nickel Institute,https://nickelinstitute.org/en/sustainability/nickel-life-cycle-management/nickel-life-cycle-data,Participating producer regions worldwide,"Class 1 nickel, ferronickel and nickel sulphate hexahydrate","LCA practitioners, researchers, industry, policymakers and database/tool developers","Life-cycle inventory modelling, footprinting, EPD/PEF work and sector/national decision support",Provider language(s) and/or English public documentation,2000,2024 report / 2021 reference-year datasets,2024 publication,Active sector dataset family,Latest dataset and executive summary publicly offered; full report available on request,Reuse and redistribution terms not publicly confirmed,Public/free access; licence or redistribution unclear or mixed,No registration stated for public files; contact required for full report,Nickel Institute; Nickel Institute,Active sector dataset family,Life-cycle inventory datasets and supporting metadata/documentation,Not publicly confirmed,Public report/download files; exact machine-readable schema not stated,Not publicly confirmed,Not publicly confirmed,Not publicly confirmed,Provider/national/sector documentation; dataset-level metadata varies,2024 report / 2021 reference-year datasets,Public official/provider documentation reviewed,Provider- or programme-specific review; exact per-dataset conformance requires release-level verification,Not publicly confirmed,Not publicly confirmed,ISO 14040/14044 or sector/programme methodology where stated by the provider,International member companies and commissioned LCA practitioners; official public evidence captured,Not publicly confirmed,"Public evidence does not establish a complete version history, lossless interoperability or unrestricted redistribution unless explicitly stated.",ILCD; ecoSpold2; GLAD; provider software and host databases as applicable,format distribution; software compatibility; national/sector content,https://nickelinstitute.org/en/sustainability/nickel-life-cycle-management/nickel-life-cycle-data,Nickel Institute states that its data appear in major databases including GaBi and ELCD,Not publicly confirmed,"Publish versioned packages, licence identifiers, flow-list versions and conformance tests","Exact schema revision, elementary-flow list and tested software versions are often not public",https://nickelinstitute.org/en/sustainability/nickel-life-cycle-management/nickel-life-cycle-data,UNEP/Life Cycle Initiative database helpdesk where cited,"Nickel Institute states that it has collected life-cycle data since 2000 for reference years 1999, 2007, 2011, 2017 and 2021, covering three nickel products.",2026-08-22,High,"Exact current release, licence identifier, redistribution rights, schema/profile revision, software-version pairs and independent import/round-trip tests",Public official/provider or authoritative programme evidence verified; restricted content not accessed
