release_record_id,asset_id,asset_name,asset_type,release_line,first_development_release_year,version,release_date,lifecycle_status,predecessor_release,successor_release,release_evidence_urls,evidence_status,evidence_as_of,notes
RLS-0146,LCA-REP-0011,EPDItaly EPD Database,Platform / repository / network,Programme milestone,2015,ECO Platform recognition,2016,Historical release,EPDItaly programme launch,Current EPD database,https://www.epditaly.it/en/2025/12/11/ten-years-of-epditaly-a-program-that-set-a-precedent/ | https://www.epditaly.it/,Verified public milestone; official/provider or formal project source,2026-08-22,Milestone history: intervening minor releases may exist unless the official source enumerates every release.
RLS-0147,LCA-REP-0011,EPDItaly EPD Database,Platform / repository / network,Current public service snapshot,2015,Current EPD database,Current at 2026-08-22,Current continuously updated service,ECO Platform recognition,None recorded after evidence cut-off,https://www.epditaly.it/en/2025/12/11/ten-years-of-epditaly-a-program-that-set-a-precedent/ | https://www.epditaly.it/,Verified public milestone; official/provider or formal project source,2026-08-22,Milestone history: intervening minor releases may exist unless the official source enumerates every release.
RLS-0148,LCA-SW-0001,SimaPro desktop edition,Software / API / tool,Software family launch,1990,SimaPro 1.0,1990,Historical release,None recorded in verified milestone set,SimaPro desktop 10.5,https://simapro.com/about-us/ | https://support.simapro.com/en/articles/504757-release-notes-simapro-desktop,"Verified public milestone; official/provider, repository or formal project source",2026-08-22,Milestone history: intervening releases may exist unless the official source enumerates every version.
RLS-0149,LCA-SW-0001,SimaPro desktop edition,Software / API / tool,Software release,1990,SimaPro desktop 10.5,2026-06-30,Current release,SimaPro 1.0,None recorded after evidence cut-off,https://simapro.com/about-us/ | https://support.simapro.com/en/articles/504757-release-notes-simapro-desktop,"Verified public milestone; official/provider, repository or formal project source",2026-08-22,Milestone history: intervening releases may exist unless the official source enumerates every version.
RLS-0150,LCA-SW-0002,Brightway,Software / API / tool,Software-generation milestone,Brightway 1 doctoral-research origin; first exact release year not confirmed,Brightway 1,Doctoral-research origin; exact public release date not confirmed,Historical release,None recorded in verified milestone set,Brightway2 / bw2data 2.0,https://docs.brightway.dev/en/latest/content/faq/brightway.html | https://docs.brightway.dev/en/legacy/content/changelog/link_to_changelog_data.html | https://docs.brightway.dev/en/latest/content/changelog/link_to_changelog_data.html,"Verified public milestone; official/provider, repository or formal project source",2026-08-22,Milestone history: intervening releases may exist unless the official source enumerates every version.
RLS-0151,LCA-SW-0002,Brightway,Software / API / tool,Major framework release,Brightway 1 doctoral-research origin; first exact release year not confirmed,Brightway2 / bw2data 2.0,2016-04-11,Historical release,Brightway 1,Brightway 2.5 development line,https://docs.brightway.dev/en/latest/content/faq/brightway.html | https://docs.brightway.dev/en/legacy/content/changelog/link_to_changelog_data.html | https://docs.brightway.dev/en/latest/content/changelog/link_to_changelog_data.html,"Verified public milestone; official/provider, repository or formal project source",2026-08-22,Milestone history: intervening releases may exist unless the official source enumerates every version.
RLS-0152,LCA-SW-0002,Brightway,Software / API / tool,Next-generation framework line,Brightway 1 doctoral-research origin; first exact release year not confirmed,Brightway 2.5 development line,2021 onward,Historical release,Brightway2 / bw2data 2.0,Brightway2 / bw2data 4.7,https://docs.brightway.dev/en/latest/content/faq/brightway.html | https://docs.brightway.dev/en/legacy/content/changelog/link_to_changelog_data.html | https://docs.brightway.dev/en/latest/content/changelog/link_to_changelog_data.html,"Verified public milestone; official/provider, repository or formal project source",2026-08-22,Milestone history: intervening releases may exist unless the official source enumerates every version.
RLS-0153,LCA-SW-0002,Brightway,Software / API / tool,Component release,Brightway 1 doctoral-research origin; first exact release year not confirmed,Brightway2 / bw2data 4.7,2026-05-13,Current modular framework snapshot,Brightway 2.5 development line,None recorded after evidence cut-off,https://docs.brightway.dev/en/latest/content/faq/brightway.html | https://docs.brightway.dev/en/legacy/content/changelog/link_to_changelog_data.html | https://docs.brightway.dev/en/latest/content/changelog/link_to_changelog_data.html,"Verified public milestone; official/provider, repository or formal project source",2026-08-22,Brightway is modular; component versions must be cited rather than implying one monolithic software version.
RLS-0154,LCA-SW-0003,openLCA,Software / API / tool,Development milestone,2006 development start,Development start,2006,Development milestone,None recorded in verified milestone set,openLCA 1.x public line,https://www.openlca.org/about/ | https://www.openlca.org/category/openlca-releases/ | https://www.openlca.org/download/,"Verified public milestone; official/provider, repository or formal project source",2026-08-22,Milestone history: intervening releases may exist unless the official source enumerates every version.
RLS-0155,LCA-SW-0003,openLCA,Software / API / tool,Major software generation,2006 development start,openLCA 1.x public line,2012–2022,Historical release,Development start,openLCA 2.0,https://www.openlca.org/about/ | https://www.openlca.org/category/openlca-releases/ | https://www.openlca.org/download/,"Verified public milestone; official/provider, repository or formal project source",2026-08-22,Milestone history: intervening releases may exist unless the official source enumerates every version.
RLS-0156,LCA-SW-0003,openLCA,Software / API / tool,Major software release,2006 development start,openLCA 2.0,2023,Historical release,openLCA 1.x public line,openLCA 2.6.2,https://www.openlca.org/about/ | https://www.openlca.org/category/openlca-releases/ | https://www.openlca.org/download/,"Verified public milestone; official/provider, repository or formal project source",2026-08-22,Milestone history: intervening releases may exist unless the official source enumerates every version.
RLS-0157,LCA-SW-0003,openLCA,Software / API / tool,Software release,2006 development start,openLCA 2.6.2,2026-06-10,Current release,openLCA 2.0,None recorded after evidence cut-off,https://www.openlca.org/about/ | https://www.openlca.org/category/openlca-releases/ | https://www.openlca.org/download/,"Verified public milestone; official/provider, repository or formal project source",2026-08-22,Milestone history: intervening releases may exist unless the official source enumerates every version.
RLS-0158,LCA-SW-0004,One Click LCA,Software / API / tool,Software/platform origin,2001 company/product origin,Company/product origin,2001,Historical release,None recorded in verified milestone set,Q1 2026 product release,https://oneclicklca.com/en-us/company/about-us | https://oneclicklca.com/events/digital-event-2026-march-live-product-release,"Verified public milestone; official/provider, repository or formal project source",2026-08-22,Milestone history: intervening releases may exist unless the official source enumerates every version.
RLS-0159,LCA-SW-0004,One Click LCA,Software / API / tool,Platform product release,2001 company/product origin,Q1 2026 product release,2026-03,Current live platform line,Company/product origin,None recorded after evidence cut-off,https://oneclicklca.com/en-us/company/about-us | https://oneclicklca.com/events/digital-event-2026-march-live-product-release,"Verified public milestone; official/provider, repository or formal project source",2026-08-22,Milestone history: intervening releases may exist unless the official source enumerates every version.
RLS-0160,LCA-SW-0005,Sphera LCA for Experts,Software / API / tool,Software/data family origin,1990s GaBi lineage,GaBi software and content origin,1990s,Historical release,None recorded in verified milestone set,GaBi 10 documented application line,https://sphera.com/resources/blog/lca-automation-building-on-20-years-of-life-cycle-thinking/ | https://sphera.com/solutions/product-stewardship/life-cycle-assessment-software-and-data/,"Verified public milestone; official/provider, repository or formal project source",2026-08-22,Milestone history: intervening releases may exist unless the official source enumerates every version.
RLS-0161,LCA-SW-0005,Sphera LCA for Experts,Software / API / tool,Major software generation,1990s GaBi lineage,GaBi 10 documented application line,2020,Historical release,GaBi software and content origin,LCA for Experts,https://sphera.com/resources/blog/lca-automation-building-on-20-years-of-life-cycle-thinking/ | https://sphera.com/solutions/product-stewardship/life-cycle-assessment-software-and-data/,"Verified public milestone; official/provider, repository or formal project source",2026-08-22,Milestone history: intervening releases may exist unless the official source enumerates every version.
RLS-0162,LCA-SW-0005,Sphera LCA for Experts,Software / API / tool,Renamed/current product line,1990s GaBi lineage,LCA for Experts,Current at 2026-08-22; public version identifier not stated,Current commercial product,GaBi 10 documented application line,None recorded after evidence cut-off,https://sphera.com/resources/blog/lca-automation-building-on-20-years-of-life-cycle-thinking/ | https://sphera.com/solutions/product-stewardship/life-cycle-assessment-software-and-data/,"Verified public milestone; official/provider, repository or formal project source",2026-08-22,Milestone history: intervening releases may exist unless the official source enumerates every version.
RLS-0163,LCA-SW-0006,Lavoisier,Software / API / tool,Software/research publication,2026 documented public framework,Public framework and peer-reviewed study,2026-06-16,Current public framework snapshot,None recorded in verified milestone set,None recorded after evidence cut-off,https://github.com/JosePauloSavioli/Lavoisier | https://doi.org/10.1007/s11367-026-02691-4,"Verified public milestone; official/provider, repository or formal project source",2026-08-22,Milestone history: intervening releases may exist unless the official source enumerates every version.
RLS-0164,LCA-SW-0007,R&D GREET,Software / API / tool,Development milestone,1994 development; first release 1995,Development start,1994,Development milestone,None recorded in verified milestone set,First GREET release,https://www.energy.gov/cmei/greet,"Verified public milestone; official/provider, repository or formal project source",2026-08-22,Milestone history: intervening releases may exist unless the official source enumerates every version.
RLS-0165,LCA-SW-0007,R&D GREET,Software / API / tool,Software family launch,1994 development; first release 1995,First GREET release,1995,Historical release,Development start,R&D GREET 2025,https://www.energy.gov/cmei/greet,"Verified public milestone; official/provider, repository or formal project source",2026-08-22,Milestone history: intervening releases may exist unless the official source enumerates every version.
RLS-0166,LCA-SW-0007,R&D GREET,Software / API / tool,Annual model/software release,1994 development; first release 1995,R&D GREET 2025,2025,Current captured annual release,First GREET release,None recorded after evidence cut-off,https://www.energy.gov/cmei/greet,"Verified public milestone; official/provider, repository or formal project source",2026-08-22,DOE states that comprehensive R&D GREET releases are issued annually.
RLS-0167,LCA-SW-0008,HESTIA Calculation Models,Software / API / tool,Model-set release,2025,Models packaged with HESTIA v1.0,2025-05-01,Historical release,None recorded in verified milestone set,"1,088 models packaged with HESTIA v1.2",https://www.hestia.earth/releases,"Verified public milestone; official/provider, repository or formal project source",2026-08-22,Milestone history: intervening releases may exist unless the official source enumerates every version.
RLS-0168,LCA-SW-0008,HESTIA Calculation Models,Software / API / tool,Model-set release,2025,"1,088 models packaged with HESTIA v1.2",2026-04-30,Latest release,Models packaged with HESTIA v1.0,None recorded after evidence cut-off,https://www.hestia.earth/releases,"Verified public milestone; official/provider, repository or formal project source",2026-08-22,Milestone history: intervening releases may exist unless the official source enumerates every version.
RLS-0169,LCA-SW-0009,Ecochain LCA automation software,Software / API / tool,Current known release snapshot,Not publicly confirmed,Unified Ecochain software; Mobius and Helix retained as former/application names,Not publicly confirmed,Active with 2026 release notes,Not publicly confirmed,Not publicly confirmed,https://ecochain.com/product/ ; https://helpcenter.ecochain.com/en/articles/9221283-mobius-release-notes,Seeded from master inventory; release-history research pending,2026-08-22,A separate row is required for each historical release before this can support a complete version timeline.
RLS-0170,LCA-SW-0010,LCA as Code,Software / API / tool,Software release,Public first release year not confirmed,v1.7.12,2025-02,Current captured release,None recorded in verified milestone set,None recorded after evidence cut-off,https://lca-as-code.com/,"Verified public milestone; official/provider, repository or formal project source",2026-08-22,Milestone history: intervening releases may exist unless the official source enumerates every version.
RLS-0171,LCA-SW-0011,LCAx toolkit,Software / API / tool,First retained public release,2023,v0.1.3,2023-07-05,Historical release,None recorded in verified milestone set,v3.5.0,https://github.com/ocni-dtu/lcax/releases | https://docs.lcax.org/,"Verified public milestone; official/provider, repository or formal project source",2026-08-22,Milestone history: intervening releases may exist unless the official source enumerates every version.
RLS-0172,LCA-SW-0011,LCAx toolkit,Software / API / tool,Software release,2023,v3.5.0,2026-07-05,Current release,v0.1.3,None recorded after evidence cut-off,https://github.com/ocni-dtu/lcax/releases | https://docs.lcax.org/,"Verified public milestone; official/provider, repository or formal project source",2026-08-22,Milestone history: intervening releases may exist unless the official source enumerates every version.
RLS-0173,LCA-SW-0012,LCIA Formatter,Software / API / tool,First public release,2019,v0.1-alpha,2019-10-03,Historical release,None recorded in verified milestone set,v1.2.0,https://github.com/FLCAC-admin/LCIAformatter/releases,"Verified public milestone; official/provider, repository or formal project source",2026-08-22,Milestone history: intervening releases may exist unless the official source enumerates every version.
RLS-0174,LCA-SW-0012,LCIA Formatter,Software / API / tool,Software release,2019,v1.2.0,2025-04-30,Current release,v0.1-alpha,None recorded after evidence cut-off,https://github.com/FLCAC-admin/LCIAformatter/releases,"Verified public milestone; official/provider, repository or formal project source",2026-08-22,Milestone history: intervening releases may exist unless the official source enumerates every version.
RLS-0175,LCA-SW-0013,soda4LCA,Software / API / tool,Software/service release,Public first release year not confirmed,7.28.0,Current at 2026-08-22; exact release date not captured,Current observed deployment,None recorded in verified milestone set,None recorded after evidence cut-off,https://soda4lca.io/ | https://bitbucket.org/okusche/soda4lca/,"Verified public milestone; official/provider, repository or formal project source",2026-08-22,Milestone history: intervening releases may exist unless the official source enumerates every version.
RLS-0176,LCA-SW-0014,premise,Software / API / tool,Earliest milestone captured in current review,At least 2023 in retained public release page,v1.5.9,2023-07-29,Historical release,None recorded in verified milestone set,v2.4.9.2,https://github.com/polca/premise/releases,"Verified public milestone; official/provider, repository or formal project source",2026-08-22,Milestone history: intervening releases may exist unless the official source enumerates every version.
RLS-0177,LCA-SW-0014,premise,Software / API / tool,Software release,At least 2023 in retained public release page,v2.4.9.2,2026-08-21,Current release,v1.5.9,None recorded after evidence cut-off,https://github.com/polca/premise/releases,"Verified public milestone; official/provider, repository or formal project source",2026-08-22,Milestone history: intervening releases may exist unless the official source enumerates every version.
RLS-0178,LCA-SW-0015,2050 Materials Sustainability Data API,Software / API / tool,Current known release snapshot,Not publicly confirmed,Live API,Not publicly confirmed,Active,Not publicly confirmed,Not publicly confirmed,https://2050-materials.com/sustainability-data-api/,Seeded from master inventory; release-history research pending,2026-08-22,A separate row is required for each historical release before this can support a complete version timeline.
RLS-0179,LCA-SW-0016,Climatiq Carbon Intelligence Platform,Software / API / tool,Current known release snapshot,Not publicly confirmed,Live platform and API,Not publicly confirmed,Active,Not publicly confirmed,Not publicly confirmed,https://www.climatiq.io/,Seeded from master inventory; release-history research pending,2026-08-22,A separate row is required for each historical release before this can support a complete version timeline.
RLS-0180,LCA-SW-0017,Higg Index,Software / API / tool,Current known release snapshot,Not publicly confirmed,Current Higg suite,Not publicly confirmed,Active; launched in 2011,Not publicly confirmed,Not publicly confirmed,https://cascale.org/tools-programs/higg-index-tools/,Seeded from master inventory; release-history research pending,2026-08-22,A separate row is required for each historical release before this can support a complete version timeline.
RLS-0181,LCA-SW-0018,Makersite,Software / API / tool,Current known release snapshot,Not publicly confirmed,Live SaaS,Not publicly confirmed,Active,Not publicly confirmed,Not publicly confirmed,https://makersite.io/,Seeded from master inventory; release-history research pending,2026-08-22,A separate row is required for each historical release before this can support a complete version timeline.
RLS-0182,LCA-SW-0019,EOS — Environmental Operating System,Software / API / tool,Current known release snapshot,Not publicly confirmed,Live platform with public changelog,Not publicly confirmed,Active,Not publicly confirmed,Not publicly confirmed,https://eaternity.org/,Seeded from master inventory; release-history research pending,2026-08-22,A separate row is required for each historical release before this can support a complete version timeline.
RLS-0183,LCA-SW-0020,Matter PD,Software / API / tool,Current known release snapshot,Not publicly confirmed,Live cloud application,Not publicly confirmed,Active,Not publicly confirmed,Not publicly confirmed,https://earthshiftglobal.com/matter-pd/,Seeded from master inventory; release-history research pending,2026-08-22,A separate row is required for each historical release before this can support a complete version timeline.
RLS-0184,LCA-SW-0021,PackageSmart,Software / API / tool,Current known release snapshot,Not publicly confirmed,Live cloud application,Not publicly confirmed,Active,Not publicly confirmed,Not publicly confirmed,https://earthshiftglobal.com/packagesmart,Seeded from master inventory; release-history research pending,2026-08-22,A separate row is required for each historical release before this can support a complete version timeline.
RLS-0185,LCA-SW-0022,PIQET,Software / API / tool,Current known release snapshot,Not publicly confirmed,Live cloud service,Not publicly confirmed,Active,Not publicly confirmed,Not publicly confirmed,https://piqet.com/,Seeded from master inventory; release-history research pending,2026-08-22,A separate row is required for each historical release before this can support a complete version timeline.
RLS-0186,LCA-SW-0023,Real-Time LCA,Software / API / tool,Current known release snapshot,Not publicly confirmed,Live platform,Not publicly confirmed,Active,Not publicly confirmed,Not publicly confirmed,https://docs.realtimelca.com/,Seeded from master inventory; release-history research pending,2026-08-22,A separate row is required for each historical release before this can support a complete version timeline.
RLS-0187,LCA-SW-0024,VoLCA,Software / API / tool,Current known release snapshot,Not publicly confirmed,Current web/desktop/open-source release family,Not publicly confirmed,Active,Not publicly confirmed,Not publicly confirmed,https://www.volca.run/,Seeded from master inventory; release-history research pending,2026-08-22,A separate row is required for each historical release before this can support a complete version timeline.
RLS-0188,LCA-SW-0025,Capillar Sustainable Cloud,Software / API / tool,Current known release snapshot,Not publicly confirmed,Live cloud platform,Not publicly confirmed,Active,Not publicly confirmed,Not publicly confirmed,https://www.lcapillar.com/,Seeded from master inventory; release-history research pending,2026-08-22,A separate row is required for each historical release before this can support a complete version timeline.
RLS-0189,LCA-SW-0026,EcoSemantic,Software / API / tool,Current known release snapshot,Not publicly confirmed,Live service; public documentation ©2025,Not publicly confirmed,Active,Not publicly confirmed,Not publicly confirmed,https://docs.ecosemantic.com/,Seeded from master inventory; release-history research pending,2026-08-22,A separate row is required for each historical release before this can support a complete version timeline.
RLS-0190,LCA-SW-0027,LCA CARE Tool,Software / API / tool,Software/tool launch,2025,Public tool launch,2025,Current public tool,None recorded in verified milestone set,None recorded after evidence cut-off,https://lca-care.eu/lca-care-tool/,"Verified public milestone; official/provider, repository or formal project source",2026-08-22,Milestone history: intervening releases may exist unless the official source enumerates every version.
RLS-0191,LCA-SW-0028,Brightway Firefly,Software / API / tool,Current known release snapshot,Not publicly confirmed,0.7.93 displayed publicly,Not publicly confirmed,Active,Not publicly confirmed,Not publicly confirmed,https://brightway.eaternity.ch/,Seeded from master inventory; release-history research pending,2026-08-22,A separate row is required for each historical release before this can support a complete version timeline.
RLS-0192,LCA-SW-0029,Agent Net Zero,Software / API / tool,Development/pre-release milestone,2025–2026 public alpha/beta,Public alpha/beta,2025–2026,Public alpha/beta,None recorded in verified milestone set,None recorded after evidence cut-off,https://sheffield.ac.uk/mps/news/agent-net-zero-manchester-prize-finalist | https://www.imperial.ac.uk/events/201345/agent-net-zero-lca-powered-by-ai/,"Verified public milestone; official/provider, repository or formal project source",2026-08-22,Milestone history: intervening releases may exist unless the official source enumerates every version.
RLS-0193,LCA-SW-0030,DECiDE,Software / API / tool,Development milestone,2010 development start,Development start,2010,Development milestone,None recorded in verified milestone set,Current web application,https://www.decide.cra.wallonie.be/fr/about,"Verified public milestone; official/provider, repository or formal project source",2026-08-22,Milestone history: intervening releases may exist unless the official source enumerates every version.
RLS-0194,LCA-SW-0030,DECiDE,Software / API / tool,Current public service snapshot,2010 development start,Current web application,Current at 2026-08-22,Current service,Development start,None recorded after evidence cut-off,https://www.decide.cra.wallonie.be/fr/about,"Verified public milestone; official/provider, repository or formal project source",2026-08-22,Milestone history: intervening releases may exist unless the official source enumerates every version.
RLS-0195,LCA-SW-0031,ESTIMATe,Software / API / tool,Current known release snapshot,Not publicly confirmed,Public Zenodo release; exact current version requires capture,Not publicly confirmed,Available,Not publicly confirmed,Not publicly confirmed,https://assessccus.globalco2initiative.org/lca/templates-and-videos/,Seeded from master inventory; release-history research pending,2026-08-22,A separate row is required for each historical release before this can support a complete version timeline.
RLS-0196,LCA-SW-0032,Green Gold Label GHG Tool,Software / API / tool,Current known release snapshot,Not publicly confirmed,Latest version supplied by GGL,Not publicly confirmed,Active,Not publicly confirmed,Not publicly confirmed,https://greengoldlabel.com/ghg-tool,Seeded from master inventory; release-history research pending,2026-08-22,A separate row is required for each historical release before this can support a complete version timeline.
RLS-0197,LCA-SW-0033,MApper,Software / API / tool,Current known release snapshot,Not publicly confirmed,In development; public page states estimated Q3 2026,Not publicly confirmed,Pre-release/in development,Not publicly confirmed,Not publicly confirmed,https://www.leonardoferhati.com/,Seeded from master inventory; release-history research pending,2026-08-22,A separate row is required for each historical release before this can support a complete version timeline.
RLS-0198,LCA-SW-0034,MATILDA,Software / API / tool,Software/data release,2026,2026 public release/publication line,2026,Current public release,None recorded in verified milestone set,None recorded after evidence cut-off,https://matilda.food/,"Verified public milestone; official/provider, repository or formal project source",2026-08-22,Milestone history: intervening releases may exist unless the official source enumerates every version.
RLS-0199,LCA-SW-0035,XYCLE,Software / API / tool,Current known release snapshot,Not publicly confirmed,Live cloud platform,Not publicly confirmed,Active,Not publicly confirmed,Not publicly confirmed,https://www.minviro.com/xycle,Seeded from master inventory; release-history research pending,2026-08-22,A separate row is required for each historical release before this can support a complete version timeline.
RLS-0200,LCA-SW-0036,Theta LCA Software,Software / API / tool,Software launch,2025,Theta launch,2025-10,Current product,None recorded in verified milestone set,None recorded after evidence cut-off,https://wapsustainability.com/2025/10/13/wap-sustainability-launches-omnichannel-lca-amp-epd-platform-built-on-openepd/,"Verified public milestone; official/provider, repository or formal project source",2026-08-22,Milestone history: intervening releases may exist unless the official source enumerates every version.
RLS-0201,LCA-SW-0037,epd.world,Software / API / tool,Platform launch,2025,epd.world launch,2025-10,Current product,None recorded in verified milestone set,None recorded after evidence cut-off,https://wapsustainability.com/2025/10/13/wap-sustainability-launches-omnichannel-lca-amp-epd-platform-built-on-openepd/,"Verified public milestone; official/provider, repository or formal project source",2026-08-22,Milestone history: intervening releases may exist unless the official source enumerates every version.
RLS-0202,LCA-SW-0038,Umberto,Software / API / tool,Software family launch,1994,First Umberto version,1994,Historical release,None recorded in verified milestone set,Current commercial release,https://go.ipoint-systems.com/blog/twenty-years-in-the-making-a-review-the-20th-umberto-user-workshop,"Verified public milestone; official/provider, repository or formal project source",2026-08-22,Milestone history: intervening releases may exist unless the official source enumerates every version.
RLS-0203,LCA-SW-0038,Umberto,Software / API / tool,Current product snapshot,1994,Current commercial release,Current at 2026-08-22; version identifier not public,Current commercial product,First Umberto version,None recorded after evidence cut-off,https://go.ipoint-systems.com/blog/twenty-years-in-the-making-a-review-the-20th-umberto-user-workshop,"Verified public milestone; official/provider, repository or formal project source",2026-08-22,Milestone history: intervening releases may exist unless the official source enumerates every version.
RLS-0204,LCA-SW-0039,Athena Building LCA,Software / API / tool,Current known release snapshot,Not publicly confirmed,Beta testing,Not publicly confirmed,Active beta,Not publicly confirmed,Not publicly confirmed,https://www.athenasmi.org/our-software-data/athena-building-lca/,Seeded from master inventory; release-history research pending,2026-08-22,A separate row is required for each historical release before this can support a complete version timeline.
RLS-0205,LCA-SW-0040,Athena Impact Estimator for Buildings,Software / API / tool,Software family launch,2002,First release,2002,Historical release,None recorded in verified milestone set,Maintained current release family,https://www.athenasmi.org/our-software-data/impact-estimator/,"Verified public milestone; official/provider, repository or formal project source",2026-08-22,Milestone history: intervening releases may exist unless the official source enumerates every version.
RLS-0206,LCA-SW-0040,Athena Impact Estimator for Buildings,Software / API / tool,Current public software snapshot,2002,Maintained current release family,Current at 2026-08-22; version identifier not captured,Current release family,First release,None recorded after evidence cut-off,https://www.athenasmi.org/our-software-data/impact-estimator/,"Verified public milestone; official/provider, repository or formal project source",2026-08-22,Milestone history: intervening releases may exist unless the official source enumerates every version.
RLS-0207,LCA-SW-0041,Athena Pavement LCA,Software / API / tool,Current known release snapshot,Not publicly confirmed,Current public release; identifier not captured,Not publicly confirmed,Active/publicly distributed,Not publicly confirmed,Not publicly confirmed,https://www.athenasmi.org/our-software-data/pavement-lca/,Seeded from master inventory; release-history research pending,2026-08-22,A separate row is required for each historical release before this can support a complete version timeline.
RLS-0208,LCA-SW-0042,Automotive Life-Cycle Assessment Model,Software / API / tool,Software/model release,2019 documented model update,Updated automotive LCA model,2019,Current captured model release,None recorded in verified milestone set,None recorded after evidence cut-off,https://european-aluminium.eu/wp-content/uploads/2022/10/lma_jun_2019_p010_updated-automotive-lifecycle-assessment-model-launched-reprint-1.pdf,"Verified public milestone; official/provider, repository or formal project source",2026-08-22,Milestone history: intervening releases may exist unless the official source enumerates every version.
RLS-0209,LCA-FMT-0001,ecoSpold2,Data schema / exchange format,Schema generation launch,2013,ecoSpold2 introduced with ecoinvent v3,2013-05,Current schema family,None recorded in verified milestone set,None recorded after evidence cut-off,https://support.ecoinvent.org/ecospold2 | https://support.ecoinvent.org/changes-ecospold1-to-ecospold2,"Verified public milestone; official/provider, repository or formal project source",2026-08-22,The public support page supplies XSD and documentation but does not expose a simple numbered schema-release archive.
RLS-0210,LCA-FMT-0002,International Reference Life Cycle Data System data format,Data schema / exchange format,Schema/handbook publication,2010 first ILCD handbook/reference-format line,ILCD format/handbook v1.0 line,2010,Historical release,None recorded in verified milestone set,ILCD Format 1.1,https://eplca.jrc.ec.europa.eu/uploads/MANPROJ-PR-ILCD-Handbook-Nomenclature-and-other-conventions-first-edition-ISBN-fin-v1.0-E.pdf | https://eplca.jrc.ec.europa.eu/LCDN/downloads/ILCD_Format_1.1_Documentation/ILCD_ProcessDataSet.html,"Verified public milestone; official/provider, repository or formal project source",2026-08-22,Milestone history: intervening releases may exist unless the official source enumerates every version.
RLS-0211,LCA-FMT-0002,International Reference Life Cycle Data System data format,Data schema / exchange format,Schema release,2010 first ILCD handbook/reference-format line,ILCD Format 1.1,2011,Current retained schema family,ILCD format/handbook v1.0 line,None recorded after evidence cut-off,https://eplca.jrc.ec.europa.eu/uploads/MANPROJ-PR-ILCD-Handbook-Nomenclature-and-other-conventions-first-edition-ISBN-fin-v1.0-E.pdf | https://eplca.jrc.ec.europa.eu/LCDN/downloads/ILCD_Format_1.1_Documentation/ILCD_ProcessDataSet.html,"Verified public milestone; official/provider, repository or formal project source",2026-08-22,Milestone history: intervening releases may exist unless the official source enumerates every version.
RLS-0212,LCA-FMT-0003,ILCD+EPD data format,Data schema / exchange format,Profile/validation milestone,2016 public technical-validation line,Public technical-validation/profile line,2016-12-21,Historical release,None recorded in verified milestone set,ILCD+EPD v1.2 MR7,https://www.oekobaudat.de/en/service/downloads.html,"Verified public milestone; official/provider, repository or formal project source",2026-08-22,Milestone history: intervening releases may exist unless the official source enumerates every version.
RLS-0213,LCA-FMT-0003,ILCD+EPD data format,Data schema / exchange format,Developer-documentation revision,2016 public technical-validation line,ILCD+EPD v1.2 MR7,2023-12-19,Historical release,Public technical-validation/profile line,ÖKOBAUDAT profile v3.8.0 on ILCD+EPD v1.2,https://www.oekobaudat.de/en/service/downloads.html,"Verified public milestone; official/provider, repository or formal project source",2026-08-22,Milestone history: intervening releases may exist unless the official source enumerates every version.
RLS-0214,LCA-FMT-0003,ILCD+EPD data format,Data schema / exchange format,Application profile release,2016 public technical-validation line,ÖKOBAUDAT profile v3.8.0 on ILCD+EPD v1.2,2026-04-17,Current profile,ILCD+EPD v1.2 MR7,None recorded after evidence cut-off,https://www.oekobaudat.de/en/service/downloads.html,"Verified public milestone; official/provider, repository or formal project source",2026-08-22,Schema version and application-profile version are separate version lines and must not be conflated.
RLS-0215,LCA-FMT-0004,openLCA schema,Data schema / exchange format,Current repository snapshot,Public repository history exists; first tagged schema release not published,Repository-managed openLCA schema,Current at 2026-08-22,Current schema repository,None recorded in verified milestone set,None recorded after evidence cut-off,https://github.com/GreenDelta/olca-schema | https://github.com/GreenDelta/olca-schema/blob/master/intro.md,"Verified public milestone; official/provider, repository or formal project source",2026-08-22,Milestone history: intervening releases may exist unless the official source enumerates every version.
RLS-0216,LCA-FMT-0005,HESTIA Data Standard,Data schema / exchange format,Schema/platform release,2025,Data standard packaged with HESTIA v1.0,2025-05-01,Historical release,None recorded in verified milestone set,Data standard packaged with HESTIA v1.2,https://www.hestia.earth/releases | https://www.hestia.earth/guide/guide-data-standard,"Verified public milestone; official/provider, repository or formal project source",2026-08-22,Milestone history: intervening releases may exist unless the official source enumerates every version.
RLS-0217,LCA-FMT-0005,HESTIA Data Standard,Data schema / exchange format,Schema/platform release,2025,Data standard packaged with HESTIA v1.2,2026-04-30,Latest release,Data standard packaged with HESTIA v1.0,None recorded after evidence cut-off,https://www.hestia.earth/releases | https://www.hestia.earth/guide/guide-data-standard,"Verified public milestone; official/provider, repository or formal project source",2026-08-22,Milestone history: intervening releases may exist unless the official source enumerates every version.
RLS-0218,LCA-FMT-0006,EcoSpold 1,Data schema / exchange format,Legacy schema generation,Used by ecoinvent v1/v2; public exact first schema date not confirmed,ecoSpold1 production line,ecoinvent v1/v2 period,Historical release,None recorded in verified milestone set,Replaced by ecoSpold2,https://support.ecoinvent.org/changes-ecospold1-to-ecospold2,"Verified public milestone; official/provider, repository or formal project source",2026-08-22,Milestone history: intervening releases may exist unless the official source enumerates every version.
