evidence_id,asset_id,source_title,publisher_maintainer,url_or_file,source_type,access_date,supported_fields,evidence_excerpt,source_reliability,access_restriction,publicly_accessed,notes
EVD-0145,LCA-SW-0029,Agent Net Zero,Agent Net Zero team,https://sheffield.ac.uk/mps/news/agent-net-zero-manchester-prize-finalist,Official product or technical page,2026-08-22,Identity; owner; scope; access; functions; version/maintenance,"The University of Sheffield describes an AI agent that conducts LCA, identifies hotspots and suggests improvements; an Imperial demonstration showed automated reasoning and database matching.",B — authoritative distributor/project documentation,Application registration required; only public metadata reviewed,Yes,"No registration, login, purchase or restricted-content download was used."
EVD-0146,LCA-NET-0007,Climate Farm Demo,Horizon Europe consortium,https://climatefarmdemo.eu/,Official product or technical page,2026-08-22,Identity; owner; scope; access; functions; version/maintenance,"The project documents 1,500 demo farms, 4,500 events, ten Living Labs and a searchable repository of climate-smart farming solutions and tools.",A — owner/maintainer or authoritative public source,None for public metadata,Yes,"No registration, login, purchase or restricted-content download was used."
EVD-0147,LCA-REP-0006,Cornerstone Sustainability Data Hub,"ERG, Stanford and Watershed-supported initiative",https://cornerstonedata.org/,Official product or technical page,2026-08-22,Identity; owner; scope; access; functions; version/maintenance,"Cornerstone publicly stewards the EF Hub, eGRID, CEDA and USEEIO and is developing a unified open global MRIO model.",A — owner/maintainer or authoritative public source,None for public metadata,Yes,"No registration, login, purchase or restricted-content download was used."
EVD-0148,LCA-SW-0030,DECiDE,CRA-W,https://www.decide.cra.wallonie.be/fr/about,Official product or technical page,2026-08-22,Identity; owner; scope; access; functions; version/maintenance,"CRA-W states that DECiDE applies LCA from raw-material extraction to the farm gate and reports carbon, ammonia and energy indicators with farm benchmarking.",A — owner/maintainer or authoritative public source,Application login required,Yes,"No registration, login, purchase or restricted-content download was used."
EVD-0149,LCA-DB-0044,DeforestationFootprint.earth dataset and dashboard,DeDuCE research team and partners,https://deforestationfootprint.earth/about,Official product or technical page,2026-08-22,Identity; owner; scope; access; functions; version/maintenance,"The public site documents version 2.1, 180+ commodities, 180+ countries, 2001–2023 coverage, 9,300+ footprints, an IQI quality measure and a Zenodo DOI.",A — owner/maintainer or authoritative public source,None for public metadata,Yes,"No registration, login, purchase or restricted-content download was used."
EVD-0150,LCA-NET-0008,Départ de Sentier,DdS board and staff,https://www.d-d-s.ch/about/,Official product or technical page,2026-08-22,Identity; owner; scope; access; functions; version/maintenance,"DdS identifies itself as a Swiss nonprofit advancing LCA-based assessment through open-source tools, data and transparent governance.",A — owner/maintainer or authoritative public source,None for public metadata,Yes,"No registration, login, purchase or restricted-content download was used."
EVD-0151,LCA-PLT-0006,Sentier Platform,DdS platform and data engineering team,https://www.d-d-s.ch/about/sentier-platform.html,Official product or technical page,2026-08-22,Identity; owner; scope; access; functions; version/maintenance,"DdS describes Sentier as open infrastructure for findable, traceable, maintainable and interoperable LCI data, with separate data/models and shared vocabularies.",B — authoritative distributor/project documentation,None for public metadata,Yes,"No registration, login, purchase or restricted-content download was used."
EVD-0152,LCA-DB-0045,FOODTURE European Food LCI Database,WP1 led by ADEME within the FOODTURE consortium,https://foodture-project.eu/work-packages/,Official product or technical page,2026-08-22,Identity; owner; scope; access; functions; version/maintenance,"FOODTURE states that WP1 will build about 8,000 harmonized food LCIs covering at least 80% of the European food market and align them with PEF.",B — authoritative distributor/project documentation,None for public metadata,Yes,"No registration, login, purchase or restricted-content download was used."
EVD-0153,LCA-NET-0009,Forum for Sustainability through Life Cycle Innovation,FSLCI secretariat and member community,https://fslci.org/,Official product or technical page,2026-08-22,Identity; owner; scope; access; functions; version/maintenance,"FSLCI describes a global life-cycle community with an online platform, interactive map, working groups, conferences, training and a knowledge hub.",A — owner/maintainer or authoritative public source,None for public metadata,Yes,"No registration, login, purchase or restricted-content download was used."
EVD-0154,LCA-REP-0007,AssessCCUS,"Global CO2 Initiative, University of Michigan",https://assessccus.globalco2initiative.org/,Official product or technical page,2026-08-22,Identity; owner; scope; access; functions; version/maintenance,"AssessCCUS identifies itself as a leading repository for CCUS LCA and TEA resources, created by the international harmonization group and maintained by the University of Michigan initiative.",A — owner/maintainer or authoritative public source,None for public metadata,Yes,"No registration, login, purchase or restricted-content download was used."
EVD-0155,LCA-SW-0031,ESTIMATe,Institute of Technical Thermodynamics at RWTH Aachen University and collaborators,https://assessccus.globalco2initiative.org/lca/templates-and-videos/,Official product or technical page,2026-08-22,Identity; owner; scope; access; functions; version/maintenance,"AssessCCUS describes ESTIMATe as an open-source Excel tool that starts from a basic reaction equation, fills early data gaps and uses licensed ecoinvent data for impacts.",B — authoritative distributor/project documentation,ecoinvent data require a separate licence,Yes,"No registration, login, purchase or restricted-content download was used."
EVD-0156,LCA-MTH-0018,Green Carbon Cycle conceptual framework,Scientific publication and author community,https://doi.org/10.1007/s11367-025-02469-0,Peer-reviewed open-access source publication,2026-08-22,Identity; owner; scope; access; functions; version/maintenance,The 2025 open-access paper introduces the Green Carbon Cycle as a conceptual framework and decision aid for comparing biogenic-carbon accounting methods in LCA.,B — authoritative distributor/project documentation,None for public metadata,Yes,"No registration, login, purchase or restricted-content download was used."
EVD-0157,LCA-SW-0032,Green Gold Label GHG Tool,Green Gold Label Foundation with studio Gear Up,https://greengoldlabel.com/ghg-tool,Official product or technical page,2026-08-22,Identity; owner; scope; access; functions; version/maintenance,"GGL documents a free Excel tool covering biomass production through energy conversion, with mandatory independent verification under its certification rules and ISO 14065.",A — owner/maintainer or authoritative public source,Valid-email registration and terms acceptance required for download,Yes,"No registration, login, purchase or restricted-content download was used."
EVD-0158,LCA-NET-0010,GreenGrocer project,22-partner consortium,https://greengrocer-project.eu/project/about,Official product or technical page,2026-08-22,Identity; owner; scope; access; functions; version/maintenance,"GreenGrocer states that it will strengthen HESTIA, Trase, Eora, EXIOBASE and Cool Farm Tool, improve FAIRness/PEF compliance and standardize data for LCA/MRIO/MFA use.",B — authoritative distributor/project documentation,None for public metadata,Yes,"No registration, login, purchase or restricted-content download was used."
EVD-0159,LCA-MTH-0019,2019 Refinement to the 2006 IPCC Guidelines — Volume 4 AFOLU,IPCC Task Force on National Greenhouse Gas Inventories,https://www.ipcc-nggip.iges.or.jp/public/2019rf/vol4.html,Official product or technical page,2026-08-22,Identity; owner; scope; access; functions; version/maintenance,"IPCC publishes the 2019 Refinement Volume 4 for AFOLU with public chapters, worksheets and calculation spreadsheets, including managed-soil and livestock emissions.",A — owner/maintainer or authoritative public source,None for public metadata,Yes,"No registration, login, purchase or restricted-content download was used."
EVD-0160,LCA-NET-0011,LIFE ECO FOOD CHOICE,ADEME-led nine-partner consortium,https://affichage-environnemental.ademe.fr/secteur-alimentaire/le-projet-europeen-life-eco-food-choice,Official product or technical page,2026-08-22,Identity; owner; scope; access; functions; version/maintenance,"ADEME describes an EU LIFE project harmonizing food LCI and environmental-score methods, testing labels in four countries and publishing open project deliverables.",B — authoritative distributor/project documentation,None for public metadata,Yes,"No registration, login, purchase or restricted-content download was used."
EVD-0161,LCA-SW-0033,MApper,Independent research initiative,https://www.leonardoferhati.com/,Official product or technical page,2026-08-22,Identity; owner; scope; access; functions; version/maintenance,"The public project profile describes MApper as an in-development initiative for systematic environmental-impact mapping across value chains, grounded in LCA and absolute sustainability research.",B — authoritative distributor/project documentation,Request-access workflow not used,Yes,"No registration, login, purchase or restricted-content download was used."
EVD-0162,LCA-MTH-0020,Product Material Footprint method and characterization factors,Kassel Institute for Sustainability data repository,https://daks.uni-kassel.de/entities/dataset/e52ab165-27c0-4864-9acd-c3ae6ebb80ee,Official product or technical page,2026-08-22,Identity; owner; scope; access; functions; version/maintenance,The DaKS record publishes CC BY 4.0 XLSX characterization factors for RMI and TMR under the Product Material Footprint LCIA method with DOI and version history.,A — owner/maintainer or authoritative public source,None for public metadata,Yes,"No registration, login, purchase or restricted-content download was used."
EVD-0163,LCA-SW-0034,MATILDA,Academic author team,https://matilda.food/,Official product or technical page,2026-08-22,Identity; owner; scope; access; functions; version/maintenance,"MATILDA publicly reports climate, water and land footprints for 72 socio-demographic subgroups across 165 countries and provides the underlying database through Zenodo.",A — owner/maintainer or authoritative public source,None for public metadata,Yes,"No registration, login, purchase or restricted-content download was used."
EVD-0164,LCA-NOM-0011,Minimal LCA Ontology Pattern,No current maintainer publicly confirmed,https://2-0-lca.com/publications/show/a-minimal-ontology-pattern-for-life-cycle-assessment-data/,Peer-reviewed workshop publication and public artefact description,2026-08-22,Identity; owner; scope; access; functions; version/maintenance,"The 2015 publication presents a minimal ontology pattern for LCA/LCI flows, activities, agents and products to address semantic gaps left by exchange formats.",B — authoritative distributor/project documentation,None for public metadata,Yes,"No registration, login, purchase or restricted-content download was used."
EVD-0165,LCA-REP-0008,Open Sustainable Technology,protontypes/open-sustainable-technology maintainers and contributors,https://opensustain.tech/,Official product or technical page,2026-08-22,Identity; owner; scope; access; functions; version/maintenance,The public CC BY directory contains a dedicated LCA section and is maintained through an open GitHub contribution workflow with thousands of sustainability projects.,A — owner/maintainer or authoritative public source,None for public metadata,Yes,"No registration, login, purchase or restricted-content download was used."
EVD-0166,LCA-NOM-0012,PO2/TransformON,INRAE ontology team and Recherche Data Gouv/AgroPortal,https://agroportal.eu/ontologies/TRANSFORMON,Official product or technical page,2026-08-22,Identity; owner; scope; access; functions; version/maintenance,"AgroPortal and Recherche Data Gouv document an active INRAE OWL ontology for food/bioproduct transformation processes with public versions, DOI, licence and machine-readable files.",A — owner/maintainer or authoritative public source,None for public metadata,Yes,"No registration, login, purchase or restricted-content download was used."
EVD-0167,LCA-REP-0009,product impact,productimpact.info,https://productimpact.info/,Official product or technical page,2026-08-22,Identity; owner; scope; access; functions; version/maintenance,"The live site states that pi collects verified EPDs and PCRs, digitizes and validates them, links back to sources and currently presents 1,765 EPDs from 17 countries.",B — authoritative distributor/project documentation,None for public metadata,Yes,"No registration, login, purchase or restricted-content download was used."
EVD-0168,LCA-DB-0046,HiQLCD,HiQ Data,https://www.hiq.earth/,Official product or technical page,2026-08-22,Identity; owner; scope; access; functions; version/maintenance,"The official site identifies HiQLCD as a China-specific LCA database developed by Shanghai HiQ Smart Data, covering more than 25 industries and aligned with ILCD and ISO LCA standards.",A — owner/maintainer or authoritative public source,Detailed database-use conditions not fully public,Yes,"No registration, login, purchase or restricted-content download was used."
EVD-0169,LCA-SW-0035,XYCLE,Minviro,https://www.minviro.com/xycle,Official product or technical page,2026-08-22,Identity; owner; scope; access; functions; version/maintenance,"Minviro describes XYCLE as LCA software for product and supply-chain decisions with supplier-data workflows, governed collaboration, traceability and database integrations.",A — owner/maintainer or authoritative public source,Use requires commercial engagement or a trial account,Yes,"No registration, login, purchase or restricted-content download was used."
EVD-0170,LCA-DB-0047,Minviro Battery Materials Database,Minviro,https://www.minviro.com/xycle,Official product or technical page,2026-08-22,Identity; owner; scope; access; functions; version/maintenance,"The XYCLE page identifies a proprietary Battery Materials Database, integrated into the platform and covering key anode and cathode material supply chains.",B — authoritative distributor/project documentation,Commercial platform/database access required,Yes,"No registration, login, purchase or restricted-content download was used."
EVD-0171,LCA-SW-0036,Theta LCA Software,WAP Sustainability,https://wapsustainability.com/2025/10/13/wap-sustainability-launches-omnichannel-lca-amp-epd-platform-built-on-openepd/,Official product or technical page,2026-08-22,Identity; owner; scope; access; functions; version/maintenance,WAP identifies Theta as a transparent LCA engine designed for verifier-ready results and direct export in the openEPD format.,A — owner/maintainer or authoritative public source,None for public metadata,Yes,"No registration, login, purchase or restricted-content download was used."
EVD-0172,LCA-SW-0037,epd.world,WAP Sustainability,https://wapsustainability.com/2025/10/13/wap-sustainability-launches-omnichannel-lca-amp-epd-platform-built-on-openepd/,Official product or technical page,2026-08-22,Identity; owner; scope; access; functions; version/maintenance,"WAP describes epd.world as EPD workflow software that accepts different LCA engines, generates EPD PDFs and sends verified data to the OpenEPD Database in openEPD format.",A — owner/maintainer or authoritative public source,None for public metadata,Yes,"No registration, login, purchase or restricted-content download was used."
EVD-0173,LCA-DB-0048,OpenEPD Database,WAP Sustainability,https://www.openepddatabase.com/,Official product or technical page,2026-08-22,Identity; owner; scope; access; functions; version/maintenance,"The official page describes a WAP database with more than 400,000 publicly available EPD records and search, storage, connection and download functions.",A — owner/maintainer or authoritative public source,Some database functions may require an account or subscription,Yes,"No registration, login, purchase or restricted-content download was used."
EVD-0174,LCA-SW-0038,Umberto,iPoint,https://www.ipoint-systems.com/software/umberto/,Official product or technical page,2026-08-22,Identity; owner; scope; access; functions; version/maintenance,"iPoint presents Umberto as professional LCA software for ISO-aligned assessment, PCF and EPD work, with BOM/Excel imports and database integrations.",A — owner/maintainer or authoritative public source,None for public metadata,Yes,"No registration, login, purchase or restricted-content download was used."
EVD-0175,LCA-REP-0010,EPD Australasia EPD Database,EPD Australasia,https://epd-australasia.com/epd-search/,Official product or technical page,2026-08-22,Identity; owner; scope; access; functions; version/maintenance,"EPD Australasia provides a public searchable EPD database with company, category and registration metadata and current declarations.",A — owner/maintainer or authoritative public source,None for public metadata,Yes,"No registration, login, purchase or restricted-content download was used."
EVD-0176,LCA-SW-0039,Athena Building LCA,Athena Sustainable Materials Institute,https://www.athenasmi.org/our-software-data/athena-building-lca/,Official product or technical page,2026-08-22,Identity; owner; scope; access; functions; version/maintenance,"Athena describes a free beta whole-building LCA web app that imports bills of materials, models cradle-to-grave scenarios and implements an exchange-oriented data structure.",B — authoritative distributor/project documentation,None for public metadata,Yes,"No registration, login, purchase or restricted-content download was used."
EVD-0177,LCA-SW-0040,Athena Impact Estimator for Buildings,Athena Sustainable Materials Institute,https://www.athenasmi.org/our-software-data/impact-estimator/,Official product or technical page,2026-08-22,Identity; owner; scope; access; functions; version/maintenance,"Athena identifies the Impact Estimator as a repeatedly updated whole-building LCA desktop tool with more than 1,200 assemblies and regionalized North American modelling.",A — owner/maintainer or authoritative public source,None for public metadata,Yes,"No registration, login, purchase or restricted-content download was used."
EVD-0178,LCA-SW-0041,Athena Pavement LCA,Athena Sustainable Materials Institute,https://www.athenasmi.org/our-software-data/pavement-lca/,Official product or technical page,2026-08-22,Identity; owner; scope; access; functions; version/maintenance,"Athena describes a free roadway LCA tool with more than 150 designs, large materials/equipment databases and TRACI impact results for Canada and selected U.S. regions.",A — owner/maintainer or authoritative public source,None for public metadata,Yes,"No registration, login, purchase or restricted-content download was used."
EVD-0179,LCA-DB-0049,Athena LCA Databases,Athena Sustainable Materials Institute,https://www.athenasmi.org/our-software-data/lca-databases/,Official product or technical page,2026-08-22,Identity; owner; scope; access; functions; version/maintenance,"Athena states that its regionally sensitive, process-modelled databases cover building materials, energy, transportation, construction, maintenance and demolition behind its free tools.",B — authoritative distributor/project documentation,None for public metadata,Yes,"No registration, login, purchase or restricted-content download was used."
EVD-0180,LCA-DB-0050,European Aluminium Environmental Profile LCI datasets,European Aluminium,https://european-aluminium.eu/blog/environmental-profile-reports/,Official product or technical page,2026-08-22,Identity; owner; scope; access; functions; version/maintenance,"European Aluminium describes its 2024 Environmental Profile Report as a peer-reviewed source of updated LCI data for primary production, recycling, rolling, foil and extrusion in Europe.",A — owner/maintainer or authoritative public source,None for public metadata,Yes,"No registration, login, purchase or restricted-content download was used."
EVD-0181,LCA-SW-0042,Automotive Life-Cycle Assessment Model,International Aluminium Institute / European Aluminium,https://european-aluminium.eu/wp-content/uploads/2022/10/lma_jun_2019_p010_updated-automotive-lifecycle-assessment-model-launched-reprint-1.pdf,Official product or technical page,2026-08-22,Identity; owner; scope; access; functions; version/maintenance,"European Aluminium and IAI describe an updated Excel-based Automotive Life-Cycle Assessment Model that compares full-life-cycle GHG effects of aluminium, AHSS and mixed lightweighting options.",B — authoritative distributor/project documentation,None for public metadata,Yes,"No registration, login, purchase or restricted-content download was used."
EVD-0182,LCA-DB-0051,JLCA Database,LCA Japan Forum,https://www.lca-forum.org/database/,Official product or technical page,2026-08-22,Identity; owner; scope; access; functions; version/maintenance,"JLCA describes a member database containing industrial-association and project LCI data, LIME impact factors, literature and IDEA-linked cradle-to-gate inventories.",A — owner/maintainer or authoritative public source,Database use requires JLCA membership,Yes,"No registration, login, purchase or restricted-content download was used."
EVD-0183,LCA-DB-0052,MexiLCA,"Instituto de Ingeniería UNAM, Red Mexicana de Análisis de Ciclo de Vida and collaborators",https://ciclodevida.mx/,Official product or technical page,2026-08-22,Identity; owner; scope; access; functions; version/maintenance,"The official site presents MexiLCA as Mexico's first open collaborative life-cycle database, with around 250 datasets and stated ILCD, GLAD and major-software interoperability.",B — authoritative distributor/project documentation,None for public metadata,Yes,"No registration, login, purchase or restricted-content download was used."
EVD-0184,LCA-REP-0011,EPDItaly EPD Database,EPDItaly,https://www.epditaly.it/,Official product or technical page,2026-08-22,Identity; owner; scope; access; functions; version/maintenance,"EPDItaly operates an Italian EPD programme with public declarations, PCR resources and a governed pathway for qualified LCA tools.",A — owner/maintainer or authoritative public source,None for public metadata,Yes,"No registration, login, purchase or restricted-content download was used."
EVD-0185,LCA-QA-0006,EPDItaly Qualified LCA Tool Scheme,EPDItaly,https://www.epditaly.it/epd-generate-da-tool/,Official product or technical page,2026-08-22,Identity; owner; scope; access; functions; version/maintenance,EPDItaly explains that a validated common LCA model can calculate impacts for multiple products and simplify subsequent EPD verification.,A — owner/maintainer or authoritative public source,None for public metadata,Yes,"No registration, login, purchase or restricted-content download was used."
EVD-0186,LCA-DB-0053,EUROFER Stainless LCI Data,EUROFER Stainless,https://www.eurofer.eu/issues/eurofer-stainless-and-specialty-steel/life-cycle-inventory-lci-enquiries,Official product or technical page,2026-08-22,Identity; owner; scope; access; functions; version/maintenance,EUROFER states that it provides European-average LCI data for stainless-steel flat coil and quarto plate and requires a study-specific enquiry.,A — owner/maintainer or authoritative public source,Data require a study-specific request and contact details,Yes,"No registration, login, purchase or restricted-content download was used."
EVD-0187,LCA-NET-0012,Red Iberoamericana de Ciclo de Vida,RICV board and member networks,https://rediberoamericanacv.net/,Official product or technical page,2026-08-22,Identity; owner; scope; access; functions; version/maintenance,RICV identifies itself as an international platform founded in 2017 to coordinate national LCA networks across the Ibero-American region.,A — owner/maintainer or authoritative public source,None for public metadata,Yes,"No registration, login, purchase or restricted-content download was used."
EVD-0188,LCA-SW-0006,Bridging the interoperability gap in life cycle assessment: the Lavoisier conversion framework and implementation for EcoSpold 2 and ILCD formats,Springer Nature / The International Journal of Life Cycle Assessment,https://doi.org/10.1007/s11367-026-02691-4,Peer-reviewed open-access article; project-provided PDF,2026-08-22,Identity; publication date; modular design; validation; formats; limitations; licence,"The 2026 article documents bidirectional EcoSpold 2/ILCD conversion, tests using 115 EcoSpold 2 and 116 ILCD datasets, transparent loss logging and remaining format-level constraints.",C — peer-reviewed open-access paper,None observed; article is CC BY 4.0,Yes,Project attachment s11367-026-02691-4.pdf was downloaded from Feishu and matched to the public DOI.
EVD-0189,LCA-DB-0054,SICV Brasil,Ibict — Coordenação de Tecnologias Aplicadas a Novos Produtos,https://www.gov.br/ibict/pt-br/central-de-conteudos/noticias/2025/dezembro/cotea-ibict-apresenta-retrospectiva-2025-com-avancos-na-gestao-da-informacao-para-sustentabilidade-e-economia-circular | https://www.gov.br/ibict/pt-br/central-de-conteudos/noticias/2023/maio/sicv-brasil-amplia-sua-base-de-inventarios-do-ciclo-de-vida | https://helpdesk.lifecycleinitiative.org/distribution/data-formats/,Official provider/government/programme source(s),2026-08-22,Identity; owner/developer geography; sectors; access; format/software where explicitly stated; timeline milestones,"Ibict states that SICV Brasil was created in 2016, contains more than 200 public inventories and provides free public access; the UNEP database helpdesk identifies SICV as an ILCD-format national database.","A — owner/maintainer, government or authoritative programme source","Public pages/files only; account, purchase, request and registration routes were not used",Yes,Claims not published by the provider/programme remain explicitly not publicly confirmed.
EVD-0190,LCA-DB-0055,Chinese Life Cycle Database,"IKE Environmental Technology Co., Ltd.",https://www.ike-global.com/ | https://v2.efootprint.net/,Official provider/government/programme source(s),2026-08-22,Identity; owner/developer geography; sectors; access; format/software where explicitly stated; timeline milestones,"The provider states that CLCD won a UNEP/SETAC award in 2009, was publicly released in 2010 and is used through its LCA platform ecosystem.","A — owner/maintainer, government or authoritative programme source","Public pages/files only; account, purchase, request and registration routes were not used",Yes,Claims not published by the provider/programme remain explicitly not publicly confirmed.
EVD-0191,LCA-DB-0056,Korea National Life Cycle Inventory Database,Korea Environmental Industry & Technology Institute (KEITI),https://www.keiti.re.kr/site/keiti/02/10202100000002023101610.jsp,Official provider/government/programme source(s),2026-08-22,Identity; owner/developer geography; sectors; access; format/software where explicitly stated; timeline milestones,KEITI states that it develops and manages the national LCI database under ISO 14044 and that Korean LCI data and factors may not be used commercially.,"A — owner/maintainer, government or authoritative programme source","Public pages/files only; account, purchase, request and registration routes were not used",Yes,Claims not published by the provider/programme remain explicitly not publicly confirmed.
EVD-0192,LCA-DB-0057,Thai National Life Cycle Inventory Database,"Technology and Informatics Institute for Sustainability (TIIS), NSTDA",https://www.nstda.or.th/en/news/news-years-2019/mtec-nstda-and-pollution-control-department-to-promote-green-public-procurement.html | https://www.nstda.or.th/home/knowledge_post/nstda-tiis/ | https://helpdesk.lifecycleinitiative.org/distribution/data-formats/,Official provider/government/programme source(s),2026-08-22,Identity; owner/developer geography; sectors; access; format/software where explicitly stated; timeline milestones,NSTDA states that public access began in 2008 and lists the national sectors; the UNEP database helpdesk identifies the Thai national database as using ILCD.,"A — owner/maintainer, government or authoritative programme source","Public pages/files only; account, purchase, request and registration routes were not used",Yes,Claims not published by the provider/programme remain explicitly not publicly confirmed.
EVD-0193,LCA-DB-0058,Malaysia Life Cycle Inventory Database,SIRIM Energy & Environment Centre,https://mylcid.sirim.my/ | https://www.mosti.gov.my/berita/pengkalan-data-inventori-kitaran-hayat-kebangsaan-my-lcid-dibangunkan-bagi-menilai-kesan-kitaran-hayat-produk-dan-perkhidmatan/ | https://helpdesk.lifecycleinitiative.org/distribution/data-formats/,Official provider/government/programme source(s),2026-08-22,Identity; owner/developer geography; sectors; access; format/software where explicitly stated; timeline milestones,SIRIM identifies MYLCID as Malaysia's national LCI database and states that complete datasets can be purchased; the UNEP database helpdesk identifies its format as ILCD.,"A — owner/maintainer, government or authoritative programme source","Public pages/files only; account, purchase, request and registration routes were not used",Yes,Claims not published by the provider/programme remain explicitly not publicly confirmed.
EVD-0194,LCA-DB-0059,PeruLCA,Peruvian Life Cycle Network (PELCAN),https://www.lifecycleinitiative.org/peru-lca-database-launched/ | https://perulca.com/ | https://helpdesk.lifecycleinitiative.org/distribution/data-formats/,Official provider/government/programme source(s),2026-08-22,Identity; owner/developer geography; sectors; access; format/software where explicitly stated; timeline milestones,"The Life Cycle Initiative identifies PeruLCA as Peru's national LCA database, launched in May 2019; the UNEP database helpdesk identifies PeruLCA as using ecoSpold.","A — owner/maintainer, government or authoritative programme source","Public pages/files only; account, purchase, request and registration routes were not used",Yes,Claims not published by the provider/programme remain explicitly not publicly confirmed.
EVD-0195,LCA-DB-0060,CicloData,Fundación InnovaCiclos / EcoEd,https://ciclodata.cl/ | https://ciclodata.cl/historia/ | https://ciclodata.cl/terminos-de-uso/,Official provider/government/programme source(s),2026-08-22,Identity; owner/developer geography; sectors; access; format/software where explicitly stated; timeline milestones,"CicloData describes a free public Chilean life-cycle database with 49 datasets across seven sectors, while its download route requires registration and its terms page remains under preparation.","A — owner/maintainer, government or authoritative programme source","Public pages/files only; account, purchase, request and registration routes were not used",Yes,Claims not published by the provider/programme remain explicitly not publicly confirmed.
EVD-0196,LCA-DB-0061,Quebec Life Cycle Inventory Database,CIRAIG with ecoinvent,https://ciraig.org/index.php/project/quebec-life-cycle-inventory-database/ | https://www.environnement.gouv.qc.ca/infuseur/communique.asp?no=3037 | https://helpdesk.lifecycleinitiative.org/distribution/data-formats/,Official provider/government/programme source(s),2026-08-22,Identity; owner/developer geography; sectors; access; format/software where explicitly stated; timeline milestones,"CIRAIG and the Quebec government document the 2010 project and 2014 launch; the datasets are distributed through ecoinvent, and the UNEP helpdesk identifies the Quebec database as using ecoSpold.","A — owner/maintainer, government or authoritative programme source","Public pages/files only; account, purchase, request and registration routes were not used",Yes,Claims not published by the provider/programme remain explicitly not publicly confirmed.
EVD-0197,LCA-DB-0062,International Aluminium Institute Life Cycle Inventory Data,International Aluminium Institute,https://international-aluminium.org/resources/2019-life-cycle-inventory-lci-data-and-environmental-metrics/,Official provider/government/programme source(s),2026-08-22,Identity; owner/developer geography; sectors; access; format/software where explicitly stated; timeline milestones,IAI states that it has published five LCI datasets since 1998 and that the 2019 data cover more than 200 sites worldwide; data attachments are publicly listed.,"A — owner/maintainer, government or authoritative programme source","Public pages/files only; account, purchase, request and registration routes were not used",Yes,Claims not published by the provider/programme remain explicitly not publicly confirmed.
EVD-0198,LCA-DB-0063,Nickel Institute Life Cycle Data,Nickel Institute,https://nickelinstitute.org/en/sustainability/nickel-life-cycle-management/nickel-life-cycle-data,Official provider/government/programme source(s),2026-08-22,Identity; owner/developer geography; sectors; access; format/software where explicitly stated; timeline milestones,"Nickel Institute states that it has collected life-cycle data since 2000 for reference years 1999, 2007, 2011, 2017 and 2021, covering three nickel products.","A — owner/maintainer, government or authoritative programme source","Public pages/files only; account, purchase, request and registration routes were not used",Yes,Claims not published by the provider/programme remain explicitly not publicly confirmed.
EVD-0199,LCA-DB-0064,International Zinc Association Life Cycle Inventory Data,International Zinc Association,https://www.zinc.org/life-cycle-assessment/,Official provider/government/programme source(s),2026-08-22,Identity; owner/developer geography; sectors; access; format/software where explicitly stated; timeline milestones,"IZA documents global zinc LCA updates in 1998, 2007, 2014 and 2022/2023 and states that data are submitted to ecoinvent, GaBi and EU PEF.","A — owner/maintainer, government or authoritative programme source","Public pages/files only; account, purchase, request and registration routes were not used",Yes,Claims not published by the provider/programme remain explicitly not publicly confirmed.
EVD-0200,LCA-DB-0065,FEVE Container Glass Life Cycle Inventories,FEVE,https://feve.org/glass-industry-positions/life-cycle-assessment/ | https://feve.org/new-life-cycle-assessment-proves-industry-success-reducing-environmental-footprint/,Official provider/government/programme source(s),2026-08-22,Identity; owner/developer geography; sectors; access; format/software where explicitly stated; timeline milestones,"FEVE offers three full container-glass LCIs through a request route and documents updates based on 2007, 2012 and 2019 production data.","A — owner/maintainer, government or authoritative programme source","Public pages/files only; account, purchase, request and registration routes were not used",Yes,Claims not published by the provider/programme remain explicitly not publicly confirmed.
EVD-0201,LCA-DB-0066,Eurobitume Life Cycle Inventory,Eurobitume,https://eurobitume.eu/bitumen-life-cycle-assessment/,Official provider/government/programme source(s),2026-08-22,Identity; owner/developer geography; sectors; access; format/software where explicitly stated; timeline milestones,"Eurobitume states that LCA 4.0 replaces LCI 3.0 (2020) and 3.1 (2021), and that a complete ILCD dataset is available through a request form.","A — owner/maintainer, government or authoritative programme source","Public pages/files only; account, purchase, request and registration routes were not used",Yes,Claims not published by the provider/programme remain explicitly not publicly confirmed.
EVD-0202,LCA-DB-0067,CORRIM Forestry and Forest Products LCI,CORRIM and Federal LCA Commons,https://corrim.org/lcas-on-wood-products-library/ | https://www.lcacommons.gov/lca-collaboration/CORRIM/Forestry_and_forest_products,Official provider/government/programme source(s),2026-08-22,Identity; owner/developer geography; sectors; access; format/software where explicitly stated; timeline milestones,"CORRIM publishes a long-running wood-product LCA library, and the Federal LCA Commons provides a CORRIM repository in openLCA JSON-LD formats.","A — owner/maintainer, government or authoritative programme source","Public pages/files only; account, purchase, request and registration routes were not used",Yes,Claims not published by the provider/programme remain explicitly not publicly confirmed.
