relationship_id,source_asset_id,source_asset_name,source_resolution,target_asset_id,target_asset_name,target_resolution,relationship_type,status,evidence,constraints,validation_question,mapping_artifact_id
REL-0195,LCA-NET-0011,LIFE ECO FOOD CHOICE,Exact asset-name match,LCA-DB-0045,FOODTURE European Food LCI Database,Exact asset-name match,documented collaboration,Confirmed in 2026 project communication,The two projects announced co-development of an LCI methodology intended as an umbrella PEFCR for food.,The joint method is still under development.,Track the final jointly released document and governance.,
REL-0196,LCA-SW-0033,MApper,Exact asset-name match,,absolute environmental sustainability assessment,External or unresolved endpoint,planned method implementation,Provider-stated,The public project profile says MApper operationalizes absolute sustainability assessment across value chains.,No public technical method or implementation is available.,Require a released method specification and validation case.,
REL-0197,LCA-MTH-0020,Product Material Footprint method and characterization factors,Exact asset-name match,LCA-DB-0015,ÖKOBAUDAT,Exact asset-name match,demonstrated application,Confirmed,The repository states that PMF factors were applied in the BBSR project on raw-material effort in ÖKOBAUDAT.,The PMF factors are not automatically embedded in every ÖKOBAUDAT release.,Record the specific dataset and factor versions used.,
REL-0198,LCA-SW-0034,MATILDA,Exact asset-name match,,FABIO,External or unresolved endpoint,model dependency,Confirmed,MATILDA uses the FABIO multiregional input–output model to connect diets with international food supply chains.,FABIO year and classification constrain currency of results.,Retain model vintage and category crosswalks.,
REL-0199,LCA-NOM-0011,Minimal LCA Ontology Pattern,Exact asset-name match,,ILCD Data Format,External or unresolved endpoint,semantic complement,Proposed in source publication,The ontology paper positions its semantic pattern as a response to limitations of syntactic formats such as ILCD.,No maintained official mapping was confirmed.,Develop and test an explicit concept/property crosswalk.,
REL-0200,LCA-NOM-0011,Minimal LCA Ontology Pattern,Exact asset-name match,LCA-FMT-0001,ecoSpold2,Exact asset-name match,semantic complement,Proposed in source publication,The pattern addresses semantic interoperability gaps not solved by LCA exchange formats including EcoSpold.,The legacy pattern may not cover current ecoSpold2 concepts.,Validate coverage and URI persistence before reuse.,
REL-0201,LCA-REP-0008,Open Sustainable Technology,Exact asset-name match,LCA-SW-0002,Brightway,Exact asset-name match,catalogue inclusion,Confirmed,The directory lists Brightway in its dedicated LCA category.,Catalogue inclusion is not technical validation or endorsement.,Use the directory only as a lead and verify Brightway at its official source.,
REL-0202,LCA-REP-0008,Open Sustainable Technology,Exact asset-name match,,GLAD network,External or unresolved endpoint,catalogue inclusion,Confirmed,The directory lists the Global LCA Data Access Network in its LCA section.,Directory metadata can lag official network changes.,Refresh identity/status from GLAD primary sources.,
REL-0203,LCA-NOM-0012,PO2/TransformON,Exact asset-name match,,QUDT,External or unresolved endpoint,ontology reuse/alignment,Confirmed in peer-reviewed documentation,PO2 core reuses QUDT alongside SOSA/SSN and other upper/core resources.,Version alignment and unit-URI profiles must be managed.,Record ontology imports and validate unit mappings.,
REL-0204,LCA-REP-0009,product impact,Exact asset-name match,,EPD programme repositories,External or unresolved endpoint,data aggregation and source linking,Confirmed at platform level,The platform digitizes EPDs and links each record to its original verified source.,"Programme licences, validity and PCR rules vary.","Retain programme, declaration, PCR and validity identifiers.",
REL-0205,LCA-REP-0009,product impact,Exact asset-name match,,Product Category Rules,External or unresolved endpoint,governing rule linkage,Confirmed,The platform organizes EPDs together with their PCRs and uses rule linkage to support interpretation.,EPDs under different PCRs may not be comparable.,Enforce PCR/version comparability checks before ranking products.,
REL-0206,LCA-DB-0046,HiQLCD,Exact asset-name match,,ILCD Data Format,External or unresolved endpoint,declared format alignment,Provider-stated,HiQ states that the database is aligned with ILCD requirements for LCA data.,"The exact ILCD profile, export package and validator result were not public.",Obtain a sample export and validate it against the declared profile.,
REL-0207,LCA-DB-0046,HiQLCD,Exact asset-name match,,GLAD network,External or unresolved endpoint,potential network interoperability,Provider-stated; needs confirmation,HiQ presents the platform as supporting international exchange and references GLAD-oriented interoperability.,A current public GLAD node or registration was not independently confirmed.,"Confirm node status, metadata mapping and stable dataset identifiers.",
REL-0208,LCA-SW-0035,XYCLE,Exact asset-name match,LCA-DB-0047,Minviro Battery Materials Database,Exact asset-name match,native database integration,Confirmed by provider,Minviro identifies its battery-materials database as an integrated XYCLE data source.,Database releases and model versions are not publicly paired.,Publish paired software/database version identifiers and change logs.,
REL-0209,LCA-SW-0035,XYCLE,Exact asset-name match,LCA-DB-0001,ecoinvent database,Exact asset-name match,database integration,Confirmed by provider,The XYCLE page states integration with ecoinvent alongside proprietary data.,"Licence, supported releases and transformation details were not public.","Record exact ecoinvent version, system model and licence constraints.",
REL-0210,LCA-SW-0036,Theta LCA Software,Exact asset-name match,LCA-FMT-0007,openEPD Interchange Format,Exact asset-name match,native export format,Confirmed by provider,WAP states that Theta exports verifier-ready results directly in openEPD format.,The supported openEPD specification version and conformance evidence were not published.,Validate exported examples against a versioned openEPD schema.,MAP-0012
REL-0211,LCA-SW-0036,Theta LCA Software,Exact asset-name match,LCA-SW-0037,epd.world,Exact asset-name match,calculation-to-verification workflow,Confirmed by provider,WAP presents Theta and epd.world as connected calculation and EPD workflow components.,Calculation-model and workflow releases can change independently.,Retain software versions and verification state in each transferred record.,
REL-0212,LCA-SW-0037,epd.world,Exact asset-name match,LCA-DB-0048,OpenEPD Database,Exact asset-name match,verified-data publication,Confirmed by provider,WAP states that epd.world sends verified EPD data to the OpenEPD Database.,"Programme rules, licences and declaration validity vary.","Preserve programme, verifier, PCR, issue and expiry metadata.",
REL-0213,LCA-SW-0037,epd.world,Exact asset-name match,LCA-FMT-0007,openEPD Interchange Format,Exact asset-name match,workflow exchange format,Confirmed by provider,WAP states that verified data are transmitted in openEPD format.,Version and validation rules were not publicly specified.,Publish the exact schema version and validation report.,MAP-0013
REL-0214,LCA-DB-0048,OpenEPD Database,Exact asset-name match,LCA-FMT-0007,openEPD Interchange Format,Exact asset-name match,native data representation,Confirmed by provider,The database is presented as storing and connecting structured openEPD records.,Not every upstream declaration may expose the same completeness or sector extension.,Report conformance and completeness by record and sector profile.,
REL-0215,LCA-SW-0038,Umberto,Exact asset-name match,LCA-DB-0001,ecoinvent database,Exact asset-name match,database integration,Confirmed by provider,iPoint lists ecoinvent among databases used with Umberto.,Supported release/system-model combinations and licences vary.,Maintain an explicit software/database compatibility matrix.,
REL-0216,LCA-SW-0038,Umberto,Exact asset-name match,,USLCI,External or unresolved endpoint,database integration,Confirmed by provider,iPoint lists the US Life Cycle Inventory database among Umberto data sources.,"Import path, database vintage and mapping quality were not public.","Document source release, import profile and elementary-flow mapping.",
REL-0217,LCA-SW-0038,Umberto,Exact asset-name match,LCA-DB-0006,cm.chemicals,Exact asset-name match,database integration,Confirmed by provider,iPoint lists Carbon Minds data as an available professional database connection.,Commercial licences and version pairings apply.,Record exact cm.chemicals method/data release and usage rights.,
REL-0218,LCA-REP-0010,EPD Australasia EPD Database,Exact asset-name match,LCA-REP-0004,International EPD System Data Hub,Exact asset-name match,regional programme relationship,Confirmed at programme level,EPD Australasia operates as a regional EPD programme within the International EPD System ecosystem.,Repository interfaces and digital-record synchronization may differ.,"Verify record federation, identifiers and update latency.",
REL-0219,LCA-SW-0039,Athena Building LCA,Exact asset-name match,LCA-DB-0049,Athena LCA Databases,Exact asset-name match,native background-data dependency,Confirmed,Athena identifies its regionally sensitive LCI databases as the background to its building tools.,Tool and database release identifiers were not publicly paired.,Publish versioned tool-to-database dependencies.,
REL-0220,LCA-SW-0040,Athena Impact Estimator for Buildings,Exact asset-name match,LCA-DB-0049,Athena LCA Databases,Exact asset-name match,native background-data dependency,Confirmed,The Impact Estimator uses Athena's North American material and regional background databases.,Legacy/current database vintages may vary by installed release.,Capture installed software and database versions together.,
REL-0221,LCA-SW-0041,Athena Pavement LCA,Exact asset-name match,LCA-DB-0049,Athena LCA Databases,Exact asset-name match,native background-data dependency,Confirmed,"The pavement tool uses Athena roadway, material, equipment, energy and transport data.",Geographic coverage is limited to supported Canadian and U.S. regions.,Publish data vintage and regional applicability for each run.,
REL-0222,LCA-SW-0041,Athena Pavement LCA,Exact asset-name match,,USLCI,External or unresolved endpoint,source-data dependency,Confirmed by provider,Athena states that the pavement tool uses USLCI inputs.,The exact USLCI release and transformations were not public.,Record source release and transformed process lineage.,
REL-0223,LCA-SW-0041,Athena Pavement LCA,Exact asset-name match,,TRACI,External or unresolved endpoint,LCIA method implementation,Confirmed by provider,Athena states that the pavement tool reports TRACI impact indicators.,The exact TRACI version and characterization package were not public.,Record the method/factor version with each result.,
REL-0224,LCA-DB-0050,European Aluminium Environmental Profile LCI datasets,Exact asset-name match,LCA-SW-0042,Automotive Life-Cycle Assessment Model,Exact asset-name match,sector data input,Documented,The automotive model draws on aluminium industry life-cycle data developed by IAI and European Aluminium.,The model predates the latest 2024 Environmental Profile release.,Map each calculator release to its exact aluminium data vintage.,
REL-0225,LCA-DB-0051,JLCA Database,Exact asset-name match,LCA-DB-0008,AIST-IDEA,Exact asset-name match,linked-data integration,Confirmed by provider,JLCA states that it provides IDEA-linked cradle-to-gate inventories in the member database.,"IDEA and JLCA releases, licences and linkage rules may differ.",Record both releases and the linking/transformation method.,
REL-0226,LCA-DB-0052,MexiLCA,Exact asset-name match,,ILCD Data Format,External or unresolved endpoint,declared exchange alignment,Provider-stated,MexiLCA states alignment with ILCD for life-cycle datasets.,No public conformance sample was independently tested.,Validate downloadable records against the claimed ILCD profile.,
REL-0227,LCA-DB-0052,MexiLCA,Exact asset-name match,,GLAD network,External or unresolved endpoint,declared interoperability,Provider-stated,MexiLCA states that its platform follows GLAD interoperability guidance.,Current node registration and metadata synchronization were not confirmed.,"Confirm GLAD endpoint, mapping and persistent identifiers.",
REL-0228,LCA-DB-0052,MexiLCA,Exact asset-name match,LCA-SW-0003,openLCA,Exact asset-name match,software compatibility,Provider-stated,MexiLCA lists openLCA among compatible LCA applications.,The exact package and supported software version were not tested.,Publish a tested import package with validation notes.,
REL-0229,LCA-REP-0011,EPDItaly EPD Database,Exact asset-name match,LCA-QA-0006,EPDItaly Qualified LCA Tool Scheme,Exact asset-name match,quality-governed publication workflow,Confirmed,EPDItaly uses qualified reusable calculation models to streamline subsequent EPD verification and publication.,"Qualification is scoped to defined tool versions, inputs and programme rules.",Retain qualification identifier and rule version on every generated declaration.,
REL-0230,LCA-REP-0011,EPDItaly EPD Database,Exact asset-name match,LCA-STD-0004,EN 15804:2012+A2:2019+AC:2021,Exact asset-name match,construction EPD method dependency,Confirmed where applicable,EPDItaly construction declarations follow EN 15804 programme rules.,Other product categories and programme transitions may use different rule sets.,Record the applicable PCR and EN 15804 edition per declaration.,
REL-0231,LCA-REP-0011,EPDItaly EPD Database,Exact asset-name match,LCA-STD-0005,ISO 14025:2026,Exact asset-name match,programme standards context,Current standards relationship,EPDItaly is a Type III EPD programme governed by ISO 14025 principles.,Programme transition from the withdrawn 2006 edition to the 2026 edition requires confirmation.,Document the formal transition timetable and affected procedures.,
REL-0232,LCA-DB-0053,EUROFER Stainless LCI Data,Exact asset-name match,LCA-DB-0023,worldsteel Life Cycle Inventory Database,Exact asset-name match,regional/sector complement,Related,"Both provide industry-average steel-sector LCI, with EUROFER focused on European stainless products.","Products, system boundaries, allocation and data years can differ.","Develop a product-, region-, method- and vintage-specific concordance.",
REL-0233,LCA-NET-0012,Red Iberoamericana de Ciclo de Vida,Exact asset-name match,LCA-DB-0052,MexiLCA,Exact asset-name match,regional discovery and expert-validation context,Related,RICV coordinates national LCA communities in the region where MexiLCA is a major emerging data asset.,Network participation does not imply database ownership or technical endorsement.,Confirm the responsible national network and formal stewardship relationship.,
